SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Label,Sex,Species ID Method,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s50_2,s50_2,SAMPLE STATION,50,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,519171,6385557,10,Sign ripped down,12,0000,1998-06-20,A.  Walker,M-URAM,,,1,HA,5427_h,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s50_2,s50_2,SAMPLE STATION,50,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,519171,6385557,10,Sign ripped down,12,0000,1998-06-20,A.  Walker,M-URAM,,,1,HA,5427_g,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s50_2,s50_2,SAMPLE STATION,50,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,519171,6385557,10,Sign ripped down,12,0000,1998-06-20,A.  Walker,M-URAM,,,1,HA,5427_f,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s50_2,s50_2,SAMPLE STATION,50,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,519171,6385557,10,Sign ripped down,12,0000,1998-06-20,A.  Walker,M-URAM,,,1,HA,5427_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s50_2,s50_2,SAMPLE STATION,50,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,519171,6385557,10,Sign ripped down,12,0000,1998-06-20,A.  Walker,M-URAM,,,1,HA,5427_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s50_2,s50_2,SAMPLE STATION,50,Ecoprovince TA;    Ecoregion MU;    Site description = Rd junction,HR-BA-BS,519171,6385557,10,Sign ripped down,12,0000,1998-06-20,A.  Walker,M-URAM,,,1,HA,5427_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s50_4,s50_4,SAMPLE STATION,50,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline, bear scat",HR-BA-BS,516414,6382803,10,,14,0000,1998-07-16,A.  Walker,M-URAR,DH,,1,HA,5955_c,UC,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s50_4,s50_4,SAMPLE STATION,50,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline, bear scat",HR-BA-BS,516414,6382803,10,,14,0000,1998-07-16,A.  Walker,MAMMALIA,,,1,HA,5955_a,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s50_4,s50_4,SAMPLE STATION,50,"Ecoprovince TA;    Ecoregion MU;    Site description = Pipeline, bear scat",HR-BA-BS,516414,6382803,10,,14,0000,1998-07-16,A.  Walker,M-URAM,,,1,HA,5955_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s50_5,s50_5,SAMPLE STATION,50,"Ecoprovince TA;    Ecoregion MU;    Site description = Hill, spruce pine, griz tracks",HR-BA-BS,521250,6381443,10,"Site destroyed, very muddy bear",13,0000,1998-07-30,D.  Fear,M-URAR,,,1,HA,5900_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s50_5,s50_5,SAMPLE STATION,50,"Ecoprovince TA;    Ecoregion MU;    Site description = Hill, spruce pine, griz tracks",HR-BA-BS,521250,6381443,10,"Site destroyed, very muddy bear",13,0000,1998-07-30,D.  Fear,M-URAR,BU,,1,HA,5900_d,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s50_5,s50_5,SAMPLE STATION,50,"Ecoprovince TA;    Ecoregion MU;    Site description = Hill, spruce pine, griz tracks",HR-BA-BS,521250,6381443,10,"Site destroyed, very muddy bear",13,0000,1998-07-30,D.  Fear,M-URAR,BU,,1,HA,5900_b,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s50_5,s50_5,SAMPLE STATION,50,"Ecoprovince TA;    Ecoregion MU;    Site description = Hill, spruce pine, griz tracks",HR-BA-BS,521250,6381443,10,"Site destroyed, very muddy bear",13,0000,1998-07-30,D.  Fear,M-URAR,BU,,1,HA,5900_c,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s51_1,s51_1,SAMPLE STATION,51,Ecoprovince TA;    Ecoregion MU;    Site description = Open meadow area,HR-BA-BS,527538,6385098,10,,10,0000,1998-06-10,D.  Fear,MAMMALIA,,,1,HA,5622_c,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s51_1,s51_1,SAMPLE STATION,51,Ecoprovince TA;    Ecoregion MU;    Site description = Open meadow area,HR-BA-BS,527538,6385098,10,,10,0000,1998-06-10,D.  Fear,MAMMALIA,,,1,HA,5622_a,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s51_1,s51_1,SAMPLE STATION,51,Ecoprovince TA;    Ecoregion MU;    Site description = Open meadow area,HR-BA-BS,527538,6385098,10,,10,0000,1998-06-10,D.  Fear,MAMMALIA,,,1,HA,5622_b,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,M-URAR,A,,1,HA,5426_f,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,M-URAR,A,,1,HA,5426_j,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,MAMMALIA,,,1,HA,5426_I,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5426_h,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,M-URAR,D,,1,HA,5426_g,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,M-URAR,A,,1,HA,5426_d,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,M-URAR,,,1,HA,5426_c,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,MAMMALIA,,,1,HA,5426_e,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,M-URAR,A,,1,HA,5426_a,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s51_2,s51_2,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Sow and cub tracks, rub tree",HR-BA-BS,523023,6384998,10,Large boar grizzly tracks at site,12,0000,1998-06-20,A.  Walker,M-URAR,,,1,HA,5426_b,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s51_3,s51_3,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Mature spruce, lush veg",HR-BA-BS,522699,6387007,10,No action,15,0000,1998-07-06,D.  Fear,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAR,CK,,1,HA,5853_k,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,MAMMALIA,,,1,HA,5853_q,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5853_p,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAR,CN,,1,HA,5853_o,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAR,CK,,1,HA,5853_n,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAM,,,1,HA,5853_l,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAR,CK,,1,HA,5853_j,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAR,CK,,1,HA,5853_i,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,MAMMALIA,,,1,HA,5853_g,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAR,CK,,1,HA,5853_a,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAM,,,1,HA,5853_f,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAR,CK,,1,HA,5853_e,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAR,CK,,1,HA,5853_d,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,MAMMALIA,,,1,HA,5853_c,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAR,CN,,1,HA,5853_b,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,MAMMALIA,,,1,HA,5853_h,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s51_4,s51_4,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, pine, cranberry",HR-BA-BS,525656,6382669,10,"Site destroyed, castor gone",13,0000,1998-07-19,D.  Fear,M-URAM,,,1,HA,5853_m,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s51_5,s51_5,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Pine, spruce, cranberry, blueberry",HR-BA-BS,525514,6384841,10,"Site pulled apart, grizzly tracks going into site",11,0000,1998-07-30,D.  Fear,M-URAR,,,1,HA,5899_a,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s51_5,s51_5,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Pine, spruce, cranberry, blueberry",HR-BA-BS,525514,6384841,10,"Site pulled apart, grizzly tracks going into site",11,0000,1998-07-30,D.  Fear,MAMMALIA,,,1,HA,5899_b,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s51_5,s51_5,SAMPLE STATION,51,"Ecoprovince TA;    Ecoregion MU;    Site description = Pine, spruce, cranberry, blueberry",HR-BA-BS,525514,6384841,10,"Site pulled apart, grizzly tracks going into site",11,0000,1998-07-30,D.  Fear,M-URAR,y,,1,HA,5899_c,M,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_h,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_k,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_q,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_p,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_o,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_n,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_m,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,MAMMALIA,,,1,HA,5621_l,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_g,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_f,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_e,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_c,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_i,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s52_1,s52_1,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line junction",HR-BA-BS,535141,6383925,10,Ribbon ripped down,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5621_j,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s52_2,s52_2,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = High plateau, berries, griz tracks",HR-BA-BS,539069,6389673,10,Site ripped apart; sow and cub tracks at site,13,0000,1998-06-23,D.  Fear,M-URAR,V,,1,HA,5684_j,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s52_2,s52_2,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = High plateau, berries, griz tracks",HR-BA-BS,539069,6389673,10,Site ripped apart; sow and cub tracks at site,13,0000,1998-06-23,D.  Fear,M-URAR,X,,1,HA,5684_t,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s52_2,s52_2,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = High plateau, berries, griz tracks",HR-BA-BS,539069,6389673,10,Site ripped apart; sow and cub tracks at site,13,0000,1998-06-23,D.  Fear,M-URAR,V,,1,HA,5684_s,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s52_2,s52_2,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = High plateau, berries, griz tracks",HR-BA-BS,539069,6389673,10,Site ripped apart; sow and cub tracks at site,13,0000,1998-06-23,D.  Fear,M-URAR,X,,1,HA,5684_r,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s52_2,s52_2,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = High plateau, berries, griz tracks",HR-BA-BS,539069,6389673,10,Site ripped apart; sow and cub tracks at site,13,0000,1998-06-23,D.  Fear,M-URAM,,,1,HA,5684_q,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s52_2,s52_2,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = High plateau, berries, griz tracks",HR-BA-BS,539069,6389673,10,Site ripped apart; sow and cub tracks at site,13,0000,1998-06-23,D.  Fear,M-URAR,V,,1,HA,5684_p,F,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s52_2,s52_2,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = High plateau, berries, griz tracks",HR-BA-BS,539069,6389673,10,Site ripped apart; sow and cub tracks at site,13,0000,1998-06-23,D.  Fear,M-URAR,,,1,HA,5684_o,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s52_2,s52_2,SAMPLE STATION,52,"Ecoprovince TA;    Ecoregion MU;    Site description = High plateau, berries, griz tracks",HR-BA-BS,539069,6389673,10,Site ripped apart; sow and cub tracks at site,13,0000,1998-06-23,D.  Fear,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5684_n,,,,,,,,,
