SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,Watershed Code,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Sample Group Label,Barb Number,Species Guess,Sex,Species ID Method
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0040,s0040,SAMPLE STATION,44,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,398301,5510489,11,Mount Sloan,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1544,E,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0040,s0040,SAMPLE STATION,44,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,398301,5510489,11,Mount Sloan,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1549,H,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0040,s0040,SAMPLE STATION,44,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,398301,5510489,11,Mount Sloan,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1548,H,3,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0040,s0040,SAMPLE STATION,44,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,398301,5510489,11,Mount Sloan,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,M-URAR,GK15-1462,,1,HA,N,W,GK15-1849,G,1,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0040,s0040,SAMPLE STATION,44,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,398301,5510489,11,Mount Sloan,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,M-URAR,GK15-1462,,1,HA,N,W,GK15-1545,H,1,,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0040,s0040,SAMPLE STATION,44,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,398301,5510489,11,Mount Sloan,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,M-URAR,GK15-1855,,1,HA,N,W,GK15-1855,B,1,,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0040,s0040,SAMPLE STATION,44,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,398301,5510489,11,Mount Sloan,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1543,B,4,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0041,s0041,SAMPLE STATION,22,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,369357,5527143,11,Mount Moore,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0041,s0041,SAMPLE STATION,22,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,369357,5527143,11,Mount Moore,Attractant: Castor ---------,14,0000,2015-07-21,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0041,s0041,SAMPLE STATION,22,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,369357,5527143,11,Mount Moore,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,M-URAR,GK15-1465,,1,HA,N,W,GK15-1465,B,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0041,s0041,SAMPLE STATION,22,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,369357,5527143,11,Mount Moore,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,M-URAR,GK15-1334,,1,HA,N,W,GK15-1334,A,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0041,s0041,SAMPLE STATION,22,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,369357,5527143,11,Mount Moore,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0042,s0042,SAMPLE STATION,13,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,369325,5534639,11,Graystokes,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0042,s0042,SAMPLE STATION,13,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,369325,5534639,11,Graystokes,Attractant: Castor ---------,14,0000,2015-07-21,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0042,s0042,SAMPLE STATION,13,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,369325,5534639,11,Graystokes,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0042,s0042,SAMPLE STATION,13,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,369325,5534639,11,Graystokes,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0043,s0043,SAMPLE STATION,14,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,371998,5535232,11,North Graystokes,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-154,A,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0043,s0043,SAMPLE STATION,14,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,371998,5535232,11,North Graystokes,Attractant: Castor ---------,14,0000,2015-07-21,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0043,s0043,SAMPLE STATION,14,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,371998,5535232,11,North Graystokes,Attractant: Long Distance Call --------- No fish,14,0000,2015-08-04,Aaron  Reid,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0043,s0043,SAMPLE STATION,14,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,371998,5535232,11,North Graystokes,Attractant: Anise oil ---------,14,0000,2015-08-18,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-825,F,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-832,,1,HA,N,W,GK15-821,C,1,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-828,,1,HA,N,W,GK15-828,H,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-832,,1,HA,N,W,GK15-832,B,1,,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-819,,1,HA,N,W,GK15-837,D,3,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-832,,1,HA,N,W,GK15-823,E,1,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-832,,1,HA,N,W,GK15-841,M,1,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-873,O,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-843,I,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-819,,1,HA,N,W,GK15-827,G,2,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-835,D,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-832,,1,HA,N,W,GK15-829,J,1,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-840,K,2,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-826,G,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-836,D,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-824,F,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-820,A,2,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-842,K,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-833,B,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-834,B,3,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-838,D,4,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-819,,1,HA,N,W,GK15-830,L,1,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-822,C,2,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,M-URAR,GK15-819,,1,HA,N,W,GK15-819,A,1,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant:  ---------,14,0000,2015-07-07,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-831,N,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Castor ---------,14,0000,2015-07-21,Clayton  Lamb,M-URAR,JC13-34,,1,HA,N,W,GK15-1093,A,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Castor ---------,14,0000,2015-07-21,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-539,A,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Castor ---------,14,0000,2015-07-21,Clayton  Lamb,M-URAR,JC13-34,,1,HA,N,W,GK15-535,B,2,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Castor ---------,14,0000,2015-07-21,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-529,B,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1449,B,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1433,G,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,M-URAR,GK15-1462,,1,HA,N,W,GK15-1450,F,1,,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1452,D,4,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1322,D,3,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1325,D,2,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1436,C,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1318,C,3,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-1434,E,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1437,A,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,M-URAR,GK15-1462,,1,HA,N,W,GK15-1435,C,2,,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,M-URAR,GK15-1855,,1,HA,N,W,GK15-1451,B,2,,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,M-URAR,GK15-1462,,1,HA,N,W,GK15-1324,D,1,,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0044,s0044,SAMPLE STATION,53,Method of Access (most limiting):Helicopter ___On Surface Type:Helicopter---------,HR-BA-BS,396496,5501687,11,Sow & Cub Mountain,Attractant: Long Distance Call ---------,14,0000,2015-08-04,Aaron  Reid,M-URAR,GK15-1462,,1,HA,N,W,GK15-1445,H,2,,F,
