SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Label,Species Guess,Sex,Species ID Method,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,,,1,HA,N,931-k,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAM,,,1,HA,N,931-q,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,MAMMALIA,,,1,HA,N,931-p,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,MAMMALIA,,,1,HA,N,931-o,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAM,,,1,HA,N,931-n,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,AG,,1,HA,N,931-f,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,MAMMALIA,,,1,HA,N,931-m,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAM,,,1,HA,N,931-l,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,,,1,HA,N,931-g,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,,,1,HA,N,931-e,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,,,1,HA,N,931-d,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,AG,DONE X 1,1,HA,N,931-c,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,,,1,HA,N,931-b,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,AG,DONE X 1,1,HA,N,931-i,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,AG,,1,HA,N,931-j,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAR,,DONE X 2,1,HA,N,931-a,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,56_2,56_2,SAMPLE STATION,56,,HR-BA-BS,485000,5570900,11,,9,0000,1996-07-11,D.  Fear,M-URAM,,,1,HA,N,931-h,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,MAMMALIA,,,1,HA,N,2009-n,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,DONE X 2,1,HA,N,2009-t,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,,1,HA,N,2009-s,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,AQ,DONE X 2,1,HA,N,2009-r,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,,1,HA,N,2009-q,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,,1,HA,N,2009-o,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,MAMMALIA,,,1,HA,N,2009-e,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,DB,DONE X 2,1,HA,N,2009-a,M-URAR,UC,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,,1,HA,N,2009-b,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,"DONE X 2 ; Matches A, AQ, and CA at four loci ; AQ is from the same site",1,HA,N,2009-p,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,MAMMALIA,,,1,HA,N,2009-d,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,AQ,,1,HA,N,2009-m,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,AQ,,1,HA,N,2009-f,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,,1,HA,N,2009-g,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,AQ,,1,HA,N,2009-h,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,MAMMALIA,,,1,HA,N,2009-i,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,,1,HA,N,2009-j,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,AQ,DONE X 2,1,HA,N,2009-k,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,,1,HA,N,2009-l,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,56_3,56_3,SAMPLE STATION,56,,HR-BA-BS,479693,5568622,11,,10,0000,1996-07-21,D.  Fear,M-URAR,,,1,HA,N,2009-c,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,MAMMALIA,,,1,HA,N,2032-r,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,MAMMALIA,,,1,HA,N,2032-q,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,M-URAR,AS,DONE X 2,1,HA,N,2032-p,Unk,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,MAMMALIA,,,1,HA,N,2032-o,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,MAMMALIA,,,1,HA,N,2032-l,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,MAMMALIA,,,1,HA,N,2032-d,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,MAMMALIA,,,1,HA,N,2032-m,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,M-URAR,AT,DONE X 2,1,HA,N,2032-n,Unk,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,MAMMALIA,,,1,HA,N,2032-g,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,M-URAR,,,1,HA,N,2032-e,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,M-URAR,AS,DONE X 2,1,HA,N,2032-c,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,MAMMALIA,,,1,HA,N,2032-b,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,M-URAR,AA,,1,HA,N,2032-a,Unk,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,M-URAR,,DONE X 2 ; Matches AS @ 2 of 6 loci but Total Sib Match > 0.05,1,HA,N,2032-h,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,M-URAR,AT,DONE X 2,1,HA,N,2032-k,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,M-URAR,,DONE X 2,1,HA,N,2032-f,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,M-URAR,,,1,HA,N,2032-j,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,56_4,56_4,SAMPLE STATION,56,,HR-BA-BS,479288,5568981,11,,10,0000,1996-07-31,D.  Fear,MAMMALIA,,,1,HA,N,2032-i,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,56_5,56_5,SAMPLE STATION,56,,HR-BA-BS,480349,5570587,11,,9,0000,1996-08-09,G.  Mowat,M-URAR,DH,DONE X 2,1,HA,N,2151-a,Unk,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,56_5,56_5,SAMPLE STATION,56,,HR-BA-BS,480349,5570587,11,,9,0000,1996-08-09,G.  Mowat,M-URAR,BX,,1,HA,N,2151-b,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,56_5,56_5,SAMPLE STATION,56,,HR-BA-BS,480349,5570587,11,,9,0000,1996-08-09,G.  Mowat,M-URAR,,DONE X 2 ; Matches BX and AZ @ 4 of 6 loci but Total Sib Match > 0.05,1,HA,N,2151-c,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,56_5,56_5,SAMPLE STATION,56,,HR-BA-BS,480349,5570587,11,,9,0000,1996-08-09,G.  Mowat,MAMMALIA,,,1,HA,N,2151-d,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,56_5,56_5,SAMPLE STATION,56,,HR-BA-BS,480349,5570587,11,,9,0000,1996-08-09,G.  Mowat,M-URAR,AP,,1,HA,N,2151-f,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,56_5,56_5,SAMPLE STATION,56,,HR-BA-BS,480349,5570587,11,,9,0000,1996-08-09,G.  Mowat,M-URAR,AP,,1,HA,N,2151-e,M-URAR,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-w,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-ah,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-y,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-z,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,MAMMALIA,,,1,HA,N,60-x,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-ab,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-ad,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-ae,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-ag,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-v,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-aa,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-af,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-f,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-ac,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-u,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-a,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-b,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-c,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-e,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-g,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-h,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-i,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-j,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-s,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-d,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-t,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,57_1,57_1,SAMPLE STATION,57,,HR-BA-BS,465200,5564300,11,,11,0000,1996-07-01,K.  Robins,M-URAM,,,1,HA,N,60-k,M-URAM,,VI,
