SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Sample Group Label,Barb Number,Sex,Species ID Method
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,T,2540,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,19,0000,2005-07-06,Not  Available,M-URAM,,Xblack,1,HA,N,T,2541,A,3,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,L,2542,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,8,0000,2005-07-14,Not  Available,M-URAM,,Xblack,1,HA,N,G,2682,B,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,8,0000,2005-07-14,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2734,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,8,0000,2005-07-14,Not  Available,M-URAM,,Xblack,1,HA,N,W,2735,A,3,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,9,0000,2005-07-23,Not  Available,M-URAM,,unextracted,1,HA,N,G,3093,K,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,9,0000,2005-07-23,Not  Available,M-URAM,,Xblack,1,HA,N,U,3094,L,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,8,0000,2005-07-31,Not  Available,M-URAR,1107,sample,1,HA,N,W,3582,A,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-08-13,2005 Session Summer 4,,338,338,SAMPLE STATION,20,,HR-BA-BS,344640,6320352,9,,14,0000,2005-08-14,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2483,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,M-URAR,0198,sample,1,HA,N,W,2484,K,2,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2485,L,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,M-URAR,0198,sample,1,HA,N,W,2486,L,3,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2487,L,4,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2488,M,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,M-URAR,0198,sample,1,HA,N,W,2489,M,3,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,M-URAR,0198,sample,1,HA,N,G,2490,N,1,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,G,2491,N,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2492,O,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,M-URAR,0198,sample,1,HA,N,W,2493,O,2,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,G,2494,O,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,M-URAR,0198,sample,1,HA,N,W,2534,A,1,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2535,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2536,B,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,M-URAR,0198,sample,1,HA,N,W,2537,C,1,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2538,D,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,19,0000,2005-07-06,Not  Available,M-URAM,,Xblack,1,HA,N,G,2539,D,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3071,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,M-URAM,,Xblack,1,HA,N,W,3072,A,2,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,M-URAM,,Xblack,1,HA,N,W,3073,B,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3074,B,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3075,B,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,M-URAM,,Xblack,1,HA,N,W,3076,C,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3077,D,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3078,D,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,M-URAM,,Xblack,1,HA,N,W,3079,D,4,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,M-URAM,,Xblack,1,HA,N,W,3095,K,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,M-URAM,,Xblack,1,HA,N,W,3096,L,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,unextracted,1,HA,N,G,3097,L,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3098,L,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,M-URAR,3099,sample,1,HA,N,W,3099,M,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3100,N,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,Xbomb,1,HA,N,G,3101,N,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3102,N,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,17,0000,2005-07-23,Not  Available,M-URAR,3099,sample,1,HA,N,W,3103,O,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,339,339,SAMPLE STATION,20,,HR-BA-BS,354527,6316343,9,,8,0000,2005-07-31,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,34,34,SAMPLE STATION,8,,HR-BA-BS,390256,6346952,9,,16,0000,2004-08-05,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,440,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,34,34,SAMPLE STATION,8,,HR-BA-BS,390256,6346952,9,,16,0000,2004-08-05,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,441,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,34,34,SAMPLE STATION,8,,HR-BA-BS,390256,6346952,9,,16,0000,2004-08-05,Not  Available,M-URAR,0442,sample,1,HA,N,P,442,C,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,19,0000,2005-07-05,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2337,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,19,0000,2005-07-05,Not  Available,M-URAM,,Xblack,1,HA,N,W,2338,D,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,19,0000,2005-07-05,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2369,A,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,19,0000,2005-07-05,Not  Available,MAMMALIA,,Xmixed,1,HA,N,W,2370,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,19,0000,2005-07-05,Not  Available,M-URAM,,Xblack,1,HA,N,W,2371,C,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,15,0000,2005-07-20,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,9,0000,2005-07-29,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-08-13,2005 Session Summer 4,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,16,0000,2005-08-14,Not  Available,M-URAR,3339,sample,1,HA,N,W,3687,A,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-08-13,2005 Session Summer 4,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,16,0000,2005-08-14,Not  Available,M-URAR,3740,sample,1,HA,N,T,3688,B,1,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-08-13,2005 Session Summer 4,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,16,0000,2005-08-14,Not  Available,M-URAR,0390,sample,1,HA,N,W,3736,K,2,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-08-13,2005 Session Summer 4,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,16,0000,2005-08-14,Not  Available,MAMMALIA,,Xinadequate,1,HA,N,W,3737,L,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-08-13,2005 Session Summer 4,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,16,0000,2005-08-14,Not  Available,M-URAR,3738,sample,1,HA,N,W,3738,K,4,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-08-13,2005 Session Summer 4,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,16,0000,2005-08-14,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3739,K,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-08-13,2005 Session Summer 4,,340,340,SAMPLE STATION,22,,HR-BA-BS,391434,6315034,9,,16,0000,2005-08-14,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3744,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,19,0000,2005-07-05,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,2339,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,19,0000,2005-07-05,Not  Available,M-URAM,,Xblack,1,HA,N,W,2340,B,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-06-05,2005 Session Summer 1,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,19,0000,2005-07-05,Not  Available,M-URAM,,Xblack,1,HA,N,W,2341,C,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,15,0000,2005-07-20,Not  Available,M-URAM,,Xblack,1,HA,N,W,2808,A,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,15,0000,2005-07-20,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2809,A,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,15,0000,2005-07-20,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2810,A,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,15,0000,2005-07-20,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2811,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,15,0000,2005-07-20,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2812,B,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,15,0000,2005-07-20,Not  Available,M-URAM,,Xblack,1,HA,N,W,2813,B,3,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,15,0000,2005-07-20,Not  Available,M-URAM,,Xblack,1,HA,N,W,2847,K,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,15,0000,2005-07-20,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,2848,L,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,15,0000,2005-07-20,Not  Available,M-URAM,,Xblack,1,HA,N,W,2849,L,3,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,9,0000,2005-07-29,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3418,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,9,0000,2005-07-29,Not  Available,M-URAM,,Xblack,1,HA,N,W,3419,A,2,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,341,341,SAMPLE STATION,23,,HR-BA-BS,398369,6324157,9,,9,0000,2005-07-29,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3420,A,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,342,342,SAMPLE STATION,23,,HR-BA-BS,398705,6307570,9,,16,0000,2005-07-21,Not  Available,M-URAM,,unextracted,1,HA,N,W,2897,A,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,342,342,SAMPLE STATION,23,,HR-BA-BS,398705,6307570,9,,16,0000,2005-07-21,Not  Available,MAMMALIA,,Xinadequate,1,HA,N,W,2955,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,342,342,SAMPLE STATION,23,,HR-BA-BS,398705,6307570,9,,8,0000,2005-07-29,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-08-13,2005 Session Summer 4,,342,342,SAMPLE STATION,23,,HR-BA-BS,398705,6307570,9,,16,0000,2005-08-14,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-14,2005 Session Summer 2,,343a,343a,SAMPLE STATION,23,,HR-NB-RS,400539,6315181,9,Set date of 7 July 2005 was chosen based on best guess of date of earliest entry of salmon to this area.,14,0000,2005-07-21,Not  Available,M-URAR,2956,sample,1,HA,Y,T,2956,A,1,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,343b,343b,SAMPLE STATION,23,,HR-BA-BS,400539,6315181,9,,8,0000,2005-07-29,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3317,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,343b,343b,SAMPLE STATION,23,,HR-BA-BS,400539,6315181,9,,8,0000,2005-07-29,Not  Available,MAMMALIA,,Xmixed,1,HA,N,W,3318,A,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,343b,343b,SAMPLE STATION,23,,HR-BA-BS,400539,6315181,9,,8,0000,2005-07-29,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3319,A,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,343b,343b,SAMPLE STATION,23,,HR-BA-BS,400539,6315181,9,,8,0000,2005-07-29,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3320,A,4,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,343b,343b,SAMPLE STATION,23,,HR-BA-BS,400539,6315181,9,,8,0000,2005-07-29,Not  Available,MAMMALIA,,unextracted,1,HA,N,G,3321,A,4,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,343b,343b,SAMPLE STATION,23,,HR-BA-BS,400539,6315181,9,,8,0000,2005-07-29,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,3322,A,6,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,343b,343b,SAMPLE STATION,23,,HR-BA-BS,400539,6315181,9,,8,0000,2005-07-29,Not  Available,MAMMALIA,,unextracted,1,HA,N,G,3323,A,6,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2005-07-23,2005 Session Summer 3,,343b,343b,SAMPLE STATION,23,,HR-BA-BS,400539,6315181,9,,8,0000,2005-07-29,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,3324,A,7,,
