SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,Latitude DC (DD),Longitude DC (DD),DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Label,Sex,Species ID Method
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,,1,HA,1701,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,,1,HA,1702,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,,1,HA,1705,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,13,0,1998-08-26,Not  Available,M-URAM,,Lab ID # BC120,1,HA,1073,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,13,0,1998-08-26,Not  Available,MAMMALIA,,,1,HA,1075,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-23,Nass 1998 - Session 2,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,13,0,1998-08-26,Not  Available,MAMMALIA,,Field comment: weasel ?,1,HA,1074,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,16,0,1998-09-11,Not  Available,MAMMALIA,,Field comment: weasel,1,HA,1541,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,16,0,1998-09-11,Not  Available,MAMMALIA,,Field comment: weasel/fox,1,HA,1540,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,13,0,1998-09-24,Not  Available,MAMMALIA,,,1,HA,1337,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,13,0,1998-09-24,Not  Available,MAMMALIA,,,1,HA,1338,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-01,Nass 1999 - Session 1,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,7,0,1999-06-05,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-07,Nass 1999 - Session 2,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,6,0,1999-06-11,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,10,0,1999-06-21,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-22,Nass 1999 - Session 4,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,5,0,1999-06-26,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,6,0,1999-07-02,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,28A,28A,SAMPLE STATION,28,55.5903,-128.75677,,HR-BA-BS,515330,6160510,9,,7,0,1999-07-09,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,13,0,1998-09-03,Not  Available,MAMMALIA,,,1,HA,1187,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-01,Nass 1998 - Session 3,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,13,0,1998-09-03,Not  Available,MAMMALIA,,"Lab comment: failed, Lab ID # BC133",1,HA,1188,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,675,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,671,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,674,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,676,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,680,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,677,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,"Field comment: possible grizzly; Lab comment: failed, Lab ID # BC046",1,HA,681,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,673,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,672,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,678,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-09-15,Nass 1998 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,14,0,1998-09-17,Not  Available,MAMMALIA,,,1,HA,679,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-01,Nass 1999 - Session 1,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,7,0,1999-06-05,Not  Available,MAMMALIA,,,1,HA,1830,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-01,Nass 1999 - Session 1,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,7,0,1999-06-05,Not  Available,MAMMALIA,,Field comment: different kinds of hair,1,HA,1829,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-07,Nass 1999 - Session 2,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,6,0,1999-06-11,Not  Available,M-URAM,,Lab ID # BC776,1,HA,2732,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,10,0,1999-06-21,Not  Available,M-URAM,,Lab ID # BC777,1,HA,2512,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,10,0,1999-06-21,Not  Available,M-URAM,,Lab ID # BC-99-99,1,HA,2511,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,10,0,1999-06-21,Not  Available,MAMMALIA,,Lab comment: less than 5 roots,1,HA,2510,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-14,Nass 1999 - Session 3,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,10,0,1999-06-21,Not  Available,MAMMALIA,,Lab comment: <5 hairs available,1,HA,2509,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-22,Nass 1999 - Session 4,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,5,0,1999-06-26,Not  Available,NULL,,,0,,,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,6,0,1999-07-02,Not  Available,MAMMALIA,,,1,HA,2663,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,6,0,1999-07-02,Not  Available,MAMMALIA,,,1,HA,2660,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,6,0,1999-07-02,Not  Available,MAMMALIA,,,1,HA,2662,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-06-28,Nass 1999 - Session 5,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,6,0,1999-07-02,Not  Available,MAMMALIA,,,1,HA,2661,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,7,0,1999-07-09,Not  Available,M-URAM,,Lab ID # BC895,1,HA,2414,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1999-07-05,Nass 1999 - Session 6,,28B,28B,SAMPLE STATION,28,55.61355,-128.70526,,HR-BA-BS,518565,6163110,9,,7,0,1999-07-09,Not  Available,M-URAM,,Lab ID # BC896,1,HA,2413,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,7,0,1997-08-27,Not  Available,MAMMALIA,,,1,HA,86,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,7,0,1997-08-27,Not  Available,MAMMALIA,,,1,HA,83,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,7,0,1997-08-27,Not  Available,MAMMALIA,,,1,HA,82,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,7,0,1997-08-27,Not  Available,MAMMALIA,,,1,HA,81,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,7,0,1997-08-27,Not  Available,MAMMALIA,,,1,HA,80,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,7,0,1997-08-27,Not  Available,MAMMALIA,,,1,HA,84,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,7,0,1997-08-27,Not  Available,MAMMALIA,,,1,HA,85,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,6,0,1997-09-02,Not  Available,MAMMALIA,,,1,HA,73,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,6,0,1997-09-02,Not  Available,MAMMALIA,,,1,HA,71,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,6,0,1997-09-02,Not  Available,MAMMALIA,,,1,HA,72,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,6,0,1997-09-02,Not  Available,MAMMALIA,,,1,HA,79,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,6,0,1997-09-02,Not  Available,MAMMALIA,,,1,HA,74,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,6,0,1997-09-02,Not  Available,MAMMALIA,,,1,HA,75,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,6,0,1997-09-02,Not  Available,MAMMALIA,,,1,HA,76,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,6,0,1997-09-02,Not  Available,MAMMALIA,,,1,HA,77,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-08-27,Nass 1997 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,6,0,1997-09-02,Not  Available,MAMMALIA,,,1,HA,78,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-16,Nass 1997 - Session 2,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-16,Not  Available,MAMMALIA,,,1,HA,91,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-16,Nass 1997 - Session 2,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-16,Not  Available,MAMMALIA,,,1,HA,87,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-16,Nass 1997 - Session 2,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-16,Not  Available,M-URAR,2,Lab ID # BC010,1,HA,88,F,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-16,Nass 1997 - Session 2,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-16,Not  Available,MAMMALIA,,,1,HA,94,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-16,Nass 1997 - Session 2,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-16,Not  Available,MAMMALIA,,,1,HA,89,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-16,Nass 1997 - Session 2,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-16,Not  Available,MAMMALIA,,,1,HA,90,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-16,Nass 1997 - Session 2,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-16,Not  Available,MAMMALIA,,,1,HA,92,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-16,Nass 1997 - Session 2,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-16,Not  Available,MAMMALIA,,,1,HA,93,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,,1,HA,225,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,,1,HA,224,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,,1,HA,223,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,,1,HA,232,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,Field comment: very fine fuzz,1,HA,226,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,,1,HA,227,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,,1,HA,228,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,,1,HA,229,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,M-URAR,,Field comment: suspected grizzly; Lab ID # BC017,1,HA,222,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,,1,HA,230,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1997-09-30,Nass 1997 - Session 3,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,14,0,1997-09-30,Not  Available,MAMMALIA,,,1,HA,231,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,,1,HA,1716,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,Field comment: suspected black bear,1,HA,1715,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,M-URAM,,Field comment: suspected grizzly; Lab ID # BC182,1,HA,1714,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,,1,HA,1713,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,,1,HA,1709,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,,1,HA,1727,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,M-URAM,,Field comment: suspected grizzly; Lab ID # BC179,1,HA,1708,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,,1,HA,1719,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,Field comment: suspected black bear,1,HA,1725,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,,1,HA,1726,,
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,M-URAM,,Field comment: suspected griz/wolf; Lab ID # BC183,1,HA,1723,,DNA
1997-1999 - Grizzly Bear - DNA-based Inventory - Nass Valley,Mid Nass Valley,1998-08-10,Nass 1998 - Session 1,,29A,29A,SAMPLE STATION,29,55.5784,-128.60108,,HR-BA-BS,525150,6159230,9,,13,0,1998-08-13,Not  Available,MAMMALIA,,Field comment: suspected black bear,1,HA,1722,,
