SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,Latitude DC (DD),Longitude DC (DD),DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,Watershed Code,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Spatial Accuracy (m),Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Sample Group Label,Barb Number,Sex,Species ID Method
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s084,s084,SAMPLE STATION,35,51.06288,-126.35358,,HR-BA-BS,685433,5660150,9,Kippan Cr.,,10,0000,1997-06-13,Sidney  Waskiewich,M-URAR,0,507,brown; fine,1,HA,N,W,511,F,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s084,s084,SAMPLE STATION,35,51.06288,-126.35358,,HR-BA-BS,685433,5660150,9,Kippan Cr.,,10,0000,1997-06-13,Sidney  Waskiewich,MAMMALIA,0,,grey-brown; fine,1,HA,N,W,515,G,1,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,945,A,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,946,A,2,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,MAMMALIA,0,,,1,HA,N,W,947,A,3,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,M-URAR,0,429,,1,HA,N,W,943,A,4,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,948,B,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,949,B,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,MAMMALIA,0,,,1,HA,N,W,950,C,1,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,951,D,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,MAMMALIA,0,,broken,1,HA,N,W,952,E,1,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,953,F,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-22,Session 2,,s085,s085,SAMPLE STATION,35,51.09812,-126.40598,Large male seen 50 m away during install; 16 cm track,HR-BA-BS,681624,5663937,9,km 15 Wakeman (Atway),Wire loose,10,0000,1997-06-24,Stefan  Himmer,MAMMALIA,0,,1 broken?,1,HA,N,W,954,G,1,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,1743,,1,HA,N,W,1686,A,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,MAMMALIA,0,,,1,HA,N,W,1687,A,2,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,1688,A,3,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1689,B,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1690,C,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,MAMMALIA,0,,very short,1,HA,N,W,1691,D,1,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1692,E,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1693,E,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1694,F,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,,1,HA,N,W,1695,G,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,light brown; very short,1,HA,N,W,1696,H,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,broken,1,HA,N,W,1697,I,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAM,0,,light-brown; short,1,HA,N,W,1698,I,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,fine,1,HA,N,W,1699,J,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,broken; with roots,1,HA,N,W,1700,K,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,1746,light brown,1,HA,N,W,1701,L,1,M,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,light brown; Psib > 0.05 so no individual assignment,1,HA,N,W,1702,L,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,located on barbs above new mark trail,1,HA,N,W,1703,M,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,dark brown; adjacent to mark trail,1,HA,N,W,1704,N,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAR,0,,dark,1,HA,N,W,1705,O,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-04,Stefan  Himmer,M-URAM,0,,dark brown; very short,1,HA,N,W,1706,O,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-23,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1975,A,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-23,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1976,B,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-23,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1977,C,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-23,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1978,D,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-23,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1979,E,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-23,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1980,F,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-23,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1981,G,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-23,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1982,H,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-23,Session 5,,s086,s086,SAMPLE STATION,35,51.08044,-126.37273,,HR-BA-BS,684022,5662054,9,Clear R. km 36.5,,9,0000,1997-07-23,Stefan  Himmer,M-URAM,0,,,1,HA,N,W,1983,I,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-07-04,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2544,E,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-07-04,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2545,F,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-07-04,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2546,G,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-07-02,Session 3,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-07-04,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,2547,H,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,343,A,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,342,A,2,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,350,B,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,MAMMALIA,0,,,1,HA,N,W,349,B,2,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,348,B,3,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,347,B,4,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,346,C,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,345,D,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,344,D,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,351,D,3,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,352,D,4,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,353,D,5,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,354,D,6,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,357,E,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,355,F,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,356,G,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,399,H,1,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,400,H,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,359,I,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,360,J,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,361,K,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,362,K,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,MAMMALIA,0,,only 1 barb between 0363 (L1) and 0364 (M1),1,HA,N,W,363,L,1,,
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,only 1 barb between 0363 (L1) and 0364 (M1),1,HA,N,W,364,M,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,only 1 barb between 0368 and 0367,1,HA,N,W,368,M,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,only 1 barb between 0368 and 0367,1,HA,N,W,367,N,1,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,366,N,2,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,365,N,3,,VI
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,collected from vegetation below 0366,1,HA,N,DC,358,N,4,,DNA
1997 - Grizzly Bear - DNA-based Inventory - Kingcome,Kingcome 1997,1997-06-05,Session 1,,s088,s088,SAMPLE STATION,36,51.10388,-126.24135,MT on site; fresh bear trails and SC feeding during install,HR-BA-BS,693125,5664996,9,mid Magson Cr.,,10,0000,1997-06-13,Lana  Ciarniello,M-URAM,0,,,1,HA,N,W,398,P,1,,VI
