SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Barb Number,Sex,Species ID Method
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s150,s150,SAMPLE STATION,56,Ground access,HR-BA-BS,410381,6101675,10,13,0000,2003-07-23,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,L,3056B50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s151,s151,SAMPLE STATION,57,Ground access,HR-BA-BS,414344,6100990,10,13,0000,2003-07-10,Landon  Wilson,M-URAM,,Xspecies,1,HA,N,U,2057U01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s151,s151,SAMPLE STATION,57,Ground access,HR-BA-BS,414344,6100990,10,13,0000,2003-07-23,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3057T10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s151,s151,SAMPLE STATION,57,Ground access,HR-BA-BS,414344,6100990,10,13,0000,2003-07-23,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3057T20,20,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s151,s151,SAMPLE STATION,57,Ground access,HR-BA-BS,414344,6100990,10,13,0000,2003-07-23,Darcy  Fear,M-URAM,,unextracted,1,HA,N,L,3057B50,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s151,s151,SAMPLE STATION,57,Ground access,HR-BA-BS,414344,6100990,10,13,0000,2003-07-23,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3057T60,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s151,s151,SAMPLE STATION,57,Ground access,HR-BA-BS,414344,6100990,10,13,0000,2003-07-23,Darcy  Fear,M-URAM,,unextracted,1,HA,N,L,3057B61,61,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s151,s151,SAMPLE STATION,57,Ground access,HR-BA-BS,414344,6100990,10,13,0000,2003-07-23,Darcy  Fear,M-URAR,3057T01,sample,1,HA,N,U,3057T01,1,F,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,14,0000,2003-07-04,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2064T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,14,0000,2003-07-04,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2064T10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,14,0000,2003-07-04,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,L,2064B10,10,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,14,0000,2003-07-04,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,L,2064B11,11,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,14,0000,2003-07-04,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2064T12,12,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,14,0000,2003-07-04,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,L,2064B12,12,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,14,0000,2003-07-04,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2064T11,11,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,14,0000,2003-07-04,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2064T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,14,0000,2003-07-04,Garth  Mowat,M-URAM,,unextracted,1,HA,N,L,2064B13,13,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s152,s152,SAMPLE STATION,64,Ground access,HR-BA-BS,473248,6100787,10,15,0000,2003-07-19,Chris  Pharness,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s153,s153,SAMPLE STATION,64,Ground access,HR-BA-BS,476084,6097812,10,14,0000,2003-07-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2064T01B,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s153,s153,SAMPLE STATION,64,Ground access,HR-BA-BS,476084,6097812,10,14,0000,2003-07-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2064T10B,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s154,s154,SAMPLE STATION,72,Ground access,HR-BA-BS,428421,6089374,10,13,0000,2003-07-10,Landon  Wilson,M-URAM,,Xspecies,1,HA,N,U,2072T01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s154,s154,SAMPLE STATION,72,Ground access,HR-BA-BS,428421,6089374,10,13,0000,2003-07-10,Landon  Wilson,M-URAM,,Xspecies,1,HA,N,U,2072T10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s154,s154,SAMPLE STATION,72,Ground access,HR-BA-BS,428421,6089374,10,14,0000,2003-07-24,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,L,3072B01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s154,s154,SAMPLE STATION,72,Ground access,HR-BA-BS,428421,6089374,10,14,0000,2003-07-24,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,L,3072B02,2,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s154,s154,SAMPLE STATION,72,Ground access,HR-BA-BS,428421,6089374,10,14,0000,2003-07-24,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3072T10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s154,s154,SAMPLE STATION,72,Ground access,HR-BA-BS,428421,6089374,10,14,0000,2003-07-24,Darcy  Fear,M-URAM,,unextracted,1,HA,N,P,307250P,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s155,s155,SAMPLE STATION,73,Ground access,HR-BA-BS,432374,6092927,10,13,0000,2003-07-10,Landon  Wilson,MAMMALIA,,unextracted,1,HA,N,U,2073T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s155,s155,SAMPLE STATION,73,Ground access,HR-BA-BS,432374,6092927,10,13,0000,2003-07-10,Landon  Wilson,M-URAM,,Xspecies,1,HA,N,U,2073T02,2,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s155,s155,SAMPLE STATION,73,Ground access,HR-BA-BS,432374,6092927,10,13,0000,2003-07-10,Landon  Wilson,M-URAM,,Xspecies,1,HA,N,U,2073T10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s155,s155,SAMPLE STATION,73,Ground access,HR-BA-BS,432374,6092927,10,13,0000,2003-07-10,Landon  Wilson,MAMMALIA,,unextracted,1,HA,N,L,2073B20,20,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s155,s155,SAMPLE STATION,73,Ground access,HR-BA-BS,432374,6092927,10,13,0000,2003-07-10,Landon  Wilson,M-URAM,,Xspecies,1,HA,N,U,2073T21,21,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s155,s155,SAMPLE STATION,73,Ground access,HR-BA-BS,432374,6092927,10,13,0000,2003-07-10,Landon  Wilson,M-URAM,,unextracted,1,HA,N,U,2073T60,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s155,s155,SAMPLE STATION,73,Ground access,HR-BA-BS,432374,6092927,10,13,0000,2003-07-10,Landon  Wilson,M-URAM,,Xspecies,1,HA,N,U,2073T70,70,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s155,s155,SAMPLE STATION,73,Ground access,HR-BA-BS,432374,6092927,10,13,0000,2003-07-10,Landon  Wilson,M-URAM,,Xspecies,1,HA,N,U,2073T80,80,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s155,s155,SAMPLE STATION,73,Ground access,HR-BA-BS,432374,6092927,10,13,0000,2003-07-10,Landon  Wilson,MAMMALIA,,unextracted,1,HA,N,U,2073T12,12,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2074U01B,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,2074U02B,2,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2074U10B,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,G,2074G20B,20,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2074U21B,21,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2074U23B,23,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2074U20B,20,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2074T101B,101,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,G,2074G110B,110,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,M-URAM,,"Sample collected from rub pad (carpet with tacks), baited with beaver castor and dried catnip, installed on a tree at the site; Xspecies",1,HA,N,DC,2074RP0B,,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s156,s156,SAMPLE STATION,74,Helicopter access,HR-BA-BS,443208,6091285,10,12,0000,2003-07-13,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2074T100B,100,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,11,0000,2003-07-06,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,2075T01,1,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,11,0000,2003-07-06,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,2075T50,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,11,0000,2003-07-06,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,2075T51,51,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,14,0000,2003-07-20,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3075T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,14,0000,2003-07-20,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3075T03,3,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,14,0000,2003-07-20,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3075T10,10,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,14,0000,2003-07-20,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3075T21,21,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,14,0000,2003-07-20,Chris  Pharness,M-URAR,1041T10,sample,1,HA,N,U,3075T22,22,M,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,14,0000,2003-07-20,Chris  Pharness,M-URAR,1041T10,sample,1,HA,N,U,3075T50,50,M,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,14,0000,2003-07-20,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3075T20,20,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s157,s157,SAMPLE STATION,75,Ground access,HR-BA-BS,451161,6096584,10,14,0000,2003-07-20,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3075T51,51,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s158,s158,SAMPLE STATION,75,Ground access,HR-BA-BS,448877,6091008,10,14,0000,2003-07-09,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2075T10B,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s158,s158,SAMPLE STATION,75,Ground access,HR-BA-BS,448877,6091008,10,14,0000,2003-07-09,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,2075U50B,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s158,s158,SAMPLE STATION,75,Ground access,HR-BA-BS,448877,6091008,10,14,0000,2003-07-09,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2075U51B,51,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s158,s158,SAMPLE STATION,75,Ground access,HR-BA-BS,448877,6091008,10,14,0000,2003-07-09,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2075T01B,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s158,s158,SAMPLE STATION,75,Ground access,HR-BA-BS,448877,6091008,10,14,0000,2003-07-09,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,2075U61B,61,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s158,s158,SAMPLE STATION,75,Ground access,HR-BA-BS,448877,6091008,10,14,0000,2003-07-09,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,2075U60B,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s158,s158,SAMPLE STATION,75,Ground access,HR-BA-BS,448877,6091008,10,14,0000,2003-07-23,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,P,3075U01BP,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s158,s158,SAMPLE STATION,75,Ground access,HR-BA-BS,448877,6091008,10,14,0000,2003-07-23,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,P,3075U02BP,2,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s158,s158,SAMPLE STATION,75,Ground access,HR-BA-BS,448877,6091008,10,14,0000,2003-07-23,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,P,3075U03BP,3,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s159,s159,SAMPLE STATION,77,Ground access,HR-BA-BS,468948,6094245,10,13,0000,2003-07-05,Garth  Mowat,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s160,s160,SAMPLE STATION,78,Ground access,HR-BA-BS,476240,6091715,10,13,0000,2003-07-05,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,2078T01,1,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s163,s163,SAMPLE STATION,88,Ground access,HR-BA-TR,448649,6084443,10,14,0000,2003-07-09,Garth  Mowat,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s163,s163,SAMPLE STATION,88,Ground access,HR-BA-TR,448649,6084443,10,14,0000,2003-07-23,Chris  Pharness,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s163,s163,SAMPLE STATION,88,Ground access,HR-BA-TR,448649,6084443,10,17,0000,2003-08-06,Garth  Mowat,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s164,s164,SAMPLE STATION,89,Ground access,HR-BA-BS,457768,6087309,10,14,0000,2003-07-06,Garth  Mowat,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s164,s164,SAMPLE STATION,89,Ground access,HR-BA-BS,457768,6087309,10,14,0000,2003-07-20,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3089T01B,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s164,s164,SAMPLE STATION,89,Ground access,HR-BA-BS,457768,6087309,10,14,0000,2003-07-20,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,L,3089B01B,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s164,s164,SAMPLE STATION,89,Ground access,HR-BA-BS,457768,6087309,10,14,0000,2003-07-20,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,L,3089B02B,2,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s164,s164,SAMPLE STATION,89,Ground access,HR-BA-BS,457768,6087309,10,14,0000,2003-07-20,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,L,3089B04B,4,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s164,s164,SAMPLE STATION,89,Ground access,HR-BA-BS,457768,6087309,10,14,0000,2003-07-20,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,G,3089G01B,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s165,s165,SAMPLE STATION,90,Ground access,HR-BA-BS,462726,6084656,10,14,0000,2003-07-06,Garth  Mowat,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091T04,4,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2091T05,5,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091T07,7,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091T10,10,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091T12,12,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2091T13,13,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2091T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,G,2091G50,50,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2091T60,60,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091T61,61,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091T62,62,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2091T70,70,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2091T03,3,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091T72,72,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2091U80,80,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091U81,81,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,2091T83,83,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,2091T90,90,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-04,Session 2,,s166,s166,SAMPLE STATION,91,Ground access,HR-BA-BS,470007,6087679,10,15,0000,2003-07-06,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,G,2091G70,70,,
