SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Label,Sex,Species ID Method
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,6906-005,,1,HA,6906-046,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,6906-015,,1,HA,6906-036,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,,unextracted,1,HA,6906-103,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,,unextracted,1,HA,6906-104,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,6906-021,,1,HA,6906-021,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAR,,unextracted,1,HA,6906-060,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAR,,unextracted,1,HA,6906-012,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAR,,unextracted,1,HA,6906-011,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAR,,unextracted,1,HA,6906-003,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,,Xmixed,1,HA,6906-030,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,MAMMALIA,,unextracted,1,HA,6906-050,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,,unextracted,1,HA,6906-031,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,,unextracted,1,HA,6906-025,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,,unextracted,1,HA,6906-045,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,,unextracted,1,HA,6906-035,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,,unextracted,1,HA,6906-062,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAR,6906-002,,1,HA,6906-002,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAR,6906-002,,1,HA,6906-099,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAM,,unextracted,1,HA,6906-061,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,53_2,53_2,SAMPLE STATION,53,Ground access,HR-BA-BS,524705,6056943,10,,14,0000,2000-07-03,J.  Paczkowski,M-URAR,6906-002,,1,HA,6906-010,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,53_3,53_3,SAMPLE STATION,53,Ground access,HR-BA-BS,525348,6059296,10,,13,0000,2000-07-15,M.  Wolowicz,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,53_4,53_4,SAMPLE STATION,53,Ground access,HR-BA-BS,523495,6058246,10,,13,0000,2000-07-28,M.  Wolowicz,MAMMALIA,,Xspecies,1,HA,6948-051,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,53_4,53_4,SAMPLE STATION,53,Ground access,HR-BA-BS,523495,6058246,10,,13,0000,2000-07-28,M.  Wolowicz,MAMMALIA,,Xmixed,1,HA,6948-050,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,53_4,53_4,SAMPLE STATION,53,Ground access,HR-BA-BS,523495,6058246,10,,13,0000,2000-07-28,M.  Wolowicz,M-URAR,,Xbomb,1,HA,6948-005,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,53_4,53_4,SAMPLE STATION,53,Ground access,HR-BA-BS,523495,6058246,10,,13,0000,2000-07-28,M.  Wolowicz,M-URAM,,Xbomb,1,HA,6948-010,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,53_4,53_4,SAMPLE STATION,53,Ground access,HR-BA-BS,523495,6058246,10,,13,0000,2000-07-28,M.  Wolowicz,M-URAM,6906-101,,1,HA,6948-001,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,54_1,54_1,SAMPLE STATION,54,Ground access,HR-BA-BS,533884,6061982,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6875-060,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,54_1,54_1,SAMPLE STATION,54,Ground access,HR-BA-BS,533884,6061982,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6875-055,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,54_1,54_1,SAMPLE STATION,54,Ground access,HR-BA-BS,533884,6061982,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6875-006,,1,HA,6875-006,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,54_1,54_1,SAMPLE STATION,54,Ground access,HR-BA-BS,533884,6061982,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAR,,Xmixed,1,HA,6875-015,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,54_1,54_1,SAMPLE STATION,54,Ground access,HR-BA-BS,533884,6061982,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6875-006,,1,HA,6875-050,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,54_1,54_1,SAMPLE STATION,54,Ground access,HR-BA-BS,533884,6061982,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6875-006,,1,HA,6875-061,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,54_1,54_1,SAMPLE STATION,54,Ground access,HR-BA-BS,533884,6061982,10,,14,0000,2000-06-18,J.  Paczkowski,MAMMALIA,,Xbomb,1,HA,6875-001,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,54_1,54_1,SAMPLE STATION,54,Ground access,HR-BA-BS,533884,6061982,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6875-006,,1,HA,6875-020,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,54_1,54_1,SAMPLE STATION,54,Ground access,HR-BA-BS,533884,6061982,10,,14,0000,2000-06-18,J.  Paczkowski,MAMMALIA,,Xmixed,1,HA,6875-005,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,Xspecies,1,HA,6904-050,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,6904-005,,1,HA,6904-072,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,6904-005,,1,HA,6904-005,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6904-070,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6904-077,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,6904-015,,1,HA,6904-015,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6904-075,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6904-060,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,6904-015,,1,HA,6904-020,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6904-054,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6904-000,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,54_2,54_2,SAMPLE STATION,54,Ground access,HR-BA-BS,530385,6063655,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,6904-015,,1,HA,6904-053,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,54_3,54_3,SAMPLE STATION,54,Ground access,HR-BA-BS,530611,6061299,10,,14,0000,2000-07-16,M.  Wolowicz,M-URAM,6935-050,,1,HA,6935-050,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,54_4,54_4,SAMPLE STATION,54,Ground access,HR-BA-BS,529271,6058355,10,,14,0000,2000-07-30,J.  Paczkowski,M-URAM,,unextracted,1,HA,6658-056,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,54_4,54_4,SAMPLE STATION,54,Ground access,HR-BA-BS,529271,6058355,10,,14,0000,2000-07-30,J.  Paczkowski,M-URAM,6658-055,,1,HA,6658-055,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,54_4,54_4,SAMPLE STATION,54,Ground access,HR-BA-BS,529271,6058355,10,,14,0000,2000-07-30,J.  Paczkowski,M-URAM,,unextracted,1,HA,6658-050,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,54_4,54_4,SAMPLE STATION,54,Ground access,HR-BA-BS,529271,6058355,10,,14,0000,2000-07-30,J.  Paczkowski,M-URAM,,unextracted,1,HA,6658-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6587-040,,1,HA,6874-001,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6874-050,,1,HA,6874-050,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6587-040,,1,HA,6874-020,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6874-065,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6587-040,,1,HA,6874-002,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6874-050,,1,HA,6874-073,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,6587-040,,1,HA,6874-062,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,Xbomb,1,HA,6874-003,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6874-070,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6874-015,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6874-060,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6874-055,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6874-016,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6874-010,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,55_1,55_1,SAMPLE STATION,55,Ground access,HR-BA-BS,541530,6058833,10,,14,0000,2000-06-18,J.  Paczkowski,M-URAM,,unextracted,1,HA,6874-072,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6905-050,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,6905-006,,1,HA,6905-015,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,6905-006,,1,HA,6905-006,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6905-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6905-005,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6905-010,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6905-016,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,,unextracted,1,HA,6905-057,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,MAMMALIA,,unextracted,1,HA,6905-100,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,55_2,55_2,SAMPLE STATION,55,Ground access,HR-BA-BS,537725,6060269,10,,14,0000,2000-07-02,J.  Paczkowski,M-URAM,6875-006,,1,HA,6905-052,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,55_3,55_3,SAMPLE STATION,55,Ground access,HR-BA-BS,543575,6062869,10,,14,0000,2000-07-14,M.  Wolowicz,M-URAM,,Xbomb,1,HA,6924-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,55_4,55_4,SAMPLE STATION,55,Ground access,HR-BA-BS,541541,6063007,10,,16,0000,2000-07-30,M.  Wolowicz,MAMMALIA,,unextracted,1,HA,6654-001,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,55_4,55_4,SAMPLE STATION,55,Ground access,HR-BA-BS,541541,6063007,10,,16,0000,2000-07-30,M.  Wolowicz,MAMMALIA,,unextracted,1,HA,6654-002,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,55_4,55_4,SAMPLE STATION,55,Ground access,HR-BA-BS,541541,6063007,10,,16,0000,2000-07-30,M.  Wolowicz,M-URAM,6654-003,,1,HA,6654-003,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,,unextracted,1,HA,6549-018,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,6549-023,,1,HA,6549-023,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,,Xbomb,1,HA,6549-001,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,,Xbomb,1,HA,6549-030,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,6549-023,,1,HA,6549-062,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,,Xspecies,1,HA,6549-060,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,6549-011,,1,HA,6549-011,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,,Xbomb,1,HA,6549-010,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,,unextracted,1,HA,6549-040,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,,unextracted,1,HA,6549-041,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,,Xbomb,1,HA,6549-050,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,56_1,56_1,SAMPLE STATION,56,Helicopter access,HR-BA-BS,546477,6060505,10,,17,0000,2000-06-21,D.  Fear,M-URAM,,Xmixed,1,HA,6549-059,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,56_2,56_2,SAMPLE STATION,56,Helicopter access,HR-BA-BS,547983,6061907,10,,15,0000,2000-07-06,G.  Mowat,M-URAM,6588-050,,1,HA,6588-050,M,DNA
