SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Count,Sample Label,Species Guess,Sample Material,Sample Micro-location,Sample Group Label,Sample Is Incidental,Species,Species ID Method,Animal ID,Comments,Sex
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,48C,48C,SAMPLE STATION,48,Set and checked by truck,HR-BA-BS,648965,5461755,11,,15,0000,2007-07-15,R.  Munro,1,15059-11x,,HA,W,x,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,48C,48C,SAMPLE STATION,48,Set and checked by truck,HR-BA-BS,648965,5461755,11,,15,0000,2007-07-15,R.  Munro,1,15059-12c,,HA,W,c,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,48C,48C,SAMPLE STATION,48,Set and checked by truck,HR-BA-BS,648965,5461755,11,,15,0000,2007-07-15,R.  Munro,1,15059-13c,,HA,W,c,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,48C,48C,SAMPLE STATION,48,Set and checked by truck,HR-BA-BS,648965,5461755,11,,15,0000,2007-07-15,R.  Munro,1,15059-14v,,HA,G,v,N,M-URAM,DNA,,Xblack; near 13c,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-1a,,HA,W,a,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-2a,,HA,W,a,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-3a,,HA,W,a,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-4x,,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-5v,,HA,G,v,N,M-URAM,DNA,,Xblack; near 1a,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-6x,,HA,W,x,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-7v,,HA,G,v,N,M-URAM,DNA,,Xblack; near 9x,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-8v,,HA,G,v,N,MAMMALIA,,,unextracted; near 9x,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-9x,,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-10x,,HA,W,x,N,MAMMALIA,,,Xbomb;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-11s,,HA,P,s,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,49C,49C,SAMPLE STATION,49,Set and checked by truck,HR-BA-BS,652230,5463238,11,,14,0000,2007-07-14,R.  Munro,1,15057-12s,,HA,P,s,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-1x,M-URAM,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-2v,M-URAM,HA,G,v,N,M-URAM,DNA,,Xblack; near 1x,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-3t,M-URAM,HA,T,t,N,M-URAR,DNA,15259-11c,sample;,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-4x,M-URAM,HA,W,x,N,M-URAR,DNA,7593,sample; Animal ID in 2007 was 15259-18v,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-5a,M-URAM,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-6a,M-URAM,HA,W,a,N,M-URAR,DNA,7593,sample; Animal ID in 2007 was 15259-18v,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-7b,M-URAR,HA,W,b,N,M-URAR,DNA,7593,sample; Animal ID in 2007 was 15259-18v,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-8b,M-URAR,HA,W,b,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-9b,M-URAR,HA,W,b,N,M-URAR,DNA,7593,sample; Animal ID in 2007 was 15259-18v,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-10b,M-URAR,HA,W,b,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-11x,M-URAR,HA,W,x,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-12t,M-URAR,HA,T,t,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,50C,50C,SAMPLE STATION,50,Set and checked by helicopter,HR-BA-BS,662658,5459945,11,bait pile disturbed,12,0000,2007-07-13,A.  Lorincz,1,15212-13t,M-URAR,HA,T,t,N,M-URAR,DNA,15259-11c,sample;,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,51C,51C,SAMPLE STATION,51,Set and checked by truck,HR-BA-BS,667135,5464964,11,,15,0000,2007-07-14,R.  Munro,0,,,,,,,NULL,,,,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-1x,,HA,W,x,N,M-URAR,DNA,Harry,sample; Animal ID in 2007 was 15080-3x,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-2x,,HA,W,x,N,M-URAR,DNA,Harry,sample; Animal ID in 2007 was 15080-3x,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-3v,,HA,G,v,N,M-URAR,DNA,Harry,sample; Animal ID in 2007 was 15080-3x; near 2x,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-4x,,HA,W,x,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-5x,,HA,W,x,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-6v,,HA,G,v,N,M-URAM,DNA,,Xblack; near 5x,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-7y,,HA,T,y,N,MAMMALIA,,,Xinadequate; hair caught on small tree in site,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-8y,,HA,DC,y,N,M-URAM,DNA,,"Xblack; hair on shrub near wire, outside site",
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-9v,,HA,G,v,N,MAMMALIA,,,Xinadequate; outside wire,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-10a,,HA,W,a,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-11a,,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-12v,,HA,G,v,N,MAMMALIA,,,Xinadequate; under 10a,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-13b,,HA,W,b,N,M-URAR,DNA,Harry,sample; Animal ID in 2007 was 15080-3x,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-14b,,HA,W,b,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-15v,,HA,G,v,N,M-URAR,DNA,Harry,sample; Animal ID in 2007 was 15080-3x; on ground inside wire near 13b,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-16v,,HA,G,v,N,MAMMALIA,,,unextracted; on ground outside wire near 13b,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-17c,,HA,W,c,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-18c,,HA,W,c,N,M-URAR,DNA,Harry,sample; Animal ID in 2007 was 15080-3x,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-19c,,HA,W,c,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-20v,,HA,G,v,N,M-URAR,DNA,Harry,sample; Animal ID in 2007 was 15080-3x; on ground inside wire near 18c,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-21y,,HA,DC,y,N,M-URAR,DNA,Harry,sample; Animal ID in 2007 was 15080-3x; hair on veg beside barb wire near 19c,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-22d,,HA,W,d,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-23d,,HA,W,d,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-24y,,HA,DC,y,N,MAMMALIA,,,Xinadequate; hair on veg leaning against barb wire near 22d and 23d,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-25v,,HA,G,v,N,M-URAM,DNA,,Xblack; on ground inside wire near 22d and 23d,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-26r,,HA,R,r,N,MAMMALIA,,,Xmixed;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-27y,,HA,DC,y,N,MAMMALIA,,,Xinadequate; hair on shrub in site,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-28s,,HA,P,s,N,M-URAM,DNA,,Xblack;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,52C,52C,SAMPLE STATION,52,Set and checked by truck,HR-BA-BS,674326,5458700,11,,15,0000,2007-07-13,R.  Munro,1,15053-29s,,HA,P,s,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-1x,M-URAM,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-2x,M-URAM,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-3x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-4x,M-URAM,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-5a,M-URAR,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-6a,M-URAR,HA,W,a,N,M-URAR,DNA,Trix,sample; Animal ID in 2007 was 15214-15b,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-7a,M-URAR,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-8a,M-URAR,HA,W,a,N,M-URAR,DNA,15214-8a,sample;,M
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-9a,M-URAR,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-10a,M-URAR,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-11a,M-URAR,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-12a,M-URAR,HA,W,a,N,MAMMALIA,,,unextracted;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-13t,M-URAR,HA,T,t,N,M-URAR,DNA,15214-13t,sample;,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-14b,M-URAR,HA,W,b,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-15b,M-URAR,HA,W,b,N,M-URAR,DNA,Trix,sample; Animal ID in 2007 was 15214-15b,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-16x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-17v,M-URAR,HA,G,v,N,M-URAM,DNA,,Xblack; near 16x,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-18x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-19x,M-URAR,HA,W,x,N,M-URAR,DNA,Trix,sample; Animal ID in 2007 was 15214-15b,F
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-20x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-21x,M-URAR,HA,W,x,N,MAMMALIA,,,Xbomb;,
2007 - Grizzly Bear - DNA-based Inventory - Flathead,Flathead,2007-07-10,FH2007 Session 3,,53C,53C,SAMPLE STATION,53,Set and checked by helicopter,HR-BA-BS,684144,5462504,11,bait pile disturbed; scat near site; GB sow and COY tracks in mud,14,0000,2007-07-13,A.  Lorincz,1,15214-22x,M-URAR,HA,W,x,N,MAMMALIA,,,Xinadequate;,
