Project,Sample ID,HTorRT,Area,GBPU,Name/WGI_ID,Name/Apps/WGI,NEWIDS,HT_ID,NEW SITE ID,Site Name,Easting,Northing,Latitude,Longitude ,YR,MO,DY,Date,Session,Cell,HTs,RTs,ID,HIT,Individual,Sex,Note or Genetic Ancestry ,,,
,,RT,Hope,SC,,,NONE,,RT Hope1,RT Hope1,502883,5609292,50.635489,-122.959232,2012,8,2,2-08-2012,4,,,,,,,,,,,
,RT Hope 1-210912-2,RT,Hope,SC,Flats,Flats  ,Flats  ,1026,RT Hope1,RT Hope1,502883,5609292,50.635489,-122.959232,2012,9,21,21-09-2012,6,,6,11, ,1,61019-a1,F,,,,
,RT McGillvary big trees-280512-1,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,5,28,28-05-2012,0,,13,14,M105,1,61021-b1,M,,,,
,RT McGillvary big trees-280512-2,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,5,28,28-05-2012,0,,13,14,M105,2,61021-b1,M,,,,
,RT McGillvary big trees-280512-3,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,5,28,28-05-2012,0,,13,14,M105,3,61021-b1,M,,,,
,RT McGillvary big trees-280512-4,RT,Cadwallider,SC,Huck,Huck M105,Huck,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,5,28,28-05-2012,0,,13,14,M105,4,61021-b1,M,,,,
,RT L McGillvary Trail-170612-3,RT,Cadwallider,SC,61021-a1,M104,M104,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,6,17,17-06-2012,2,,13,14,M104,1,61021-a1,M,,,,
,,RT,Cadwallider,SC,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,6,17,17-06-2012,2,,,,,,,,,,,
,Rt Cad T-140712-1B,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,7,14,14-07-2012,3,,7,13,M221,1,73063-a1,M,,,,
,Rt Cad T-140712-2,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,7,14,14-07-2012,3,,7,13,M221,2,73063-a1,M,,,,
,Rt Cad T-140712-3,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,7,14,14-07-2012,3,,7,13,M221,3,73063-a1,M,,,,
,Rt Cad T-140712-5,RT,Cadwallider,SC,73063-a1,M221,M221,1048,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,7,14,14-07-2012,3,,7,13,M221,4,73063-a1,M,,,,
,,RT,Cadwallider,SC,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,7,14,14-07-2012,3,,,,,,,,,,,
,,RT,Cadwallider,SC,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,8,2,2-08-2012,4,,,,,,,,,,,
,,RT,Cadwallider,SC,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,8,2,2-08-2012,4,,,,,,,,,,,
,,RT,Cadwallider,SC,,,NONE,,RT L McGill Tr Big Trees,RT L McGill Tr Big Trees,524469,5617997,50.713266,-122.653419,2012,9,22,22-09-2012,6,,,,,,,,,,,
,,RT,Molybdonite,SN,,,NONE,,RT L Moly,RT L Moly,579137,5596288,50.513198,-121.883829,2012,6,29,29-06-2012,2,,,,,,,,,,,
,,RT,Molybdonite,SN,,,NONE,,RT L Moly,RT L Moly,579137,5596288,50.513198,-121.883829,2012,7,31,31-07-2012,4,,,,,,,,,,,
,,RT,Molybdonite,SN,,,NONE,,RT L Moly,RT L Moly,579137,5596288,50.513198,-121.883829,2012,9,8,8-09-2012,5,,,,,,,,,,,
,RT L Phelix-180512-1,RT,L Phelix,SC,Huck,Huck M105,Huck,1023,RT L Phelix,RT L Phelix,524686,5601785,50.567464,-122.651426,2012,5,18,18-05-2012,0,,13,14,M105,1,61021-b1,M,,,,
,,RT,L Phelix,SC,,,NONE,,RT L Phelix,RT L Phelix,524686,5601785,50.567464,-122.651426,2012,6,6,6-06-2012,1,,,,,,,,,,,
,,RT,L Phelix,SC,,,NONE,,RT L Phelix,RT L Phelix,524686,5601785,50.567464,-122.651426,2012,7,7,7-07-2012,2,,,,,,,,,,,
,,RT,Cadwallider,SC,,,NONE,,RT McGill North,RT McGill N 5,524754,5617550,50.709234,-122.649412,2012,6,17,17-06-2012,2,,,,,,,,,,,
,Rt McGill N 1-140712-1,RT,Cadwallider,SC,73063-a1,M221,M221,1040,RT McGill North,RT McGill N 1,525040,5616971,50.704015,-122.645401,2012,7,14,14-07-2012,3,,7,13,M221,5,73063-a1,M,,,,
,Rt McGill N 5-140712-1,RT,Cadwallider,SC,73063-a1,M221,M221,1041,RT McGill North,RT McGill N 5,524754,5617550,50.709234,-122.649412,2012,7,14,14-07-2012,3,,7,13,M221,6,73063-a1,M,,,,
,,RT,Cadwallider,SC,,,NONE,,RT McGill North,RT McGill N 5,524754,5617550,50.709234,-122.649412,2012,8,2,2-08-2012,4,,,,,,,,,,,
,RT McGill N 4-220912-1,RT,Cadwallider,SC,Phelix,Phelix F134,Phelix,1034,RT McGill North,RT McGill N 4,525630,5616460,50.699394,-122.637082,2012,9,22,22-09-2012,6,,6,11,F134,1,64021-e1,F,,,,
,RT McGill N5-220912-1,RT,Cadwallider,SC,73063-a1,M221,M221,1041,RT McGill North,RT McGill N 5,524754,5617550,50.709234,-122.649412,2012,9,22,22-09-2012,6,,6,11,M221,1,73063-a1,M,,,,
,RT Noel -290512-1,RT,Noel,SC,Huck,Huck M105,Huck,1053,Rt Noel Rd 1,Rt Noel Rd 1,514036,5620451,50.735680,-122.801098,2012,5,29,29-05-2012,0,,13,14,M105,1,61021-b1,M,,,,
,RT Noel -290512-3,RT,Noel,SC,Huck,Huck M105,Huck,1053,Rt Noel Rd 1,Rt Noel Rd 1,514036,5620451,50.735680,-122.801098,2012,5,29,29-05-2012,0,,13,14,M105,2,61021-b1,M,,,,
,RT Noel -290512-4,RT,Noel,SC,Huck,Huck M105,Huck,1053,Rt Noel Rd 1,Rt Noel Rd 1,514036,5620451,50.735680,-122.801098,2012,5,29,29-05-2012,0,,13,14,M105,3,61021-b1,M,,,,
,Rt Noel Rd 1-170612-1,RT,Noel,SC,61021-a1,M104,M104,1053,Rt Noel Rd 1,Rt Noel Rd 1,514036,5620451,50.735680,-122.801098,2012,6,17,17-06-2012,2,,13,14,M104,1,61021-a1,M,,,,
,,RT,Noel,SC,,,NONE,,Rt Noel Rd 1,Rt Noel Rd 1,514036,5620451,50.735680,-122.801098,2012,7,13,13-07-2012,3,,,,,,,,,,,
,Rt Noel -20812-1,RT,Noel,SC,61021-a1,M104,M104,1053,Rt Noel Rd 1,Rt Noel Rd 1,514036,5620451,50.735680,-122.801098,2012,8,2,2-08-2012,4,,6,11,M104,1,61021-a1,M,,,,
,RT Noel 3-220912-1,RT,Noel,SC,61016-b1,M101,M101,1053,Rt Noel Rd 1,Rt Noel Rd 1,514036,5620451,50.735680,-122.801098,2012,9,22,22-09-2012,6,,6,11,M101,1,61016-b1,M,,,,
,RT Tenquille Meadow-90712-1,RT,Tenquille,SC,BH7-03-30d-e1, Betty F248,Betty,1019,Rt Tenquil meadow,Rt Tenquil meadow,509382,5598324,50.536785,-122.867609,2012,7,9,9-07-2012,3,,13,14,F248,1,BH7-03-30d-e1,F,,,,
,Rt Tenquille-260712-1,RT,Tenquille,SC,Walnut,Walnut F382,Walnut,1019,Rt Tenquil meadow,Rt Tenquil meadow,509382,5598324,50.536785,-122.867609,2012,7,26,26-07-2012,4,,13,14,F382,1,Ht U birkenhead-170811-2,F,,,,
,Rt Tenquille-300712-1,RT,Tenquille,SC,Hope,Hope F139,Hope,1019,Rt Tenquil meadow,Rt Tenquil meadow,509382,5598324,50.536785,-122.867609,2012,7,30,30-07-2012,4,,7,13,F139,1,64038-c1,F,Didn't change this entry but the date doesn't make sense,,,
,,RT,Tenquille,SC,,,NONE,,Rt Tenquil meadow,Rt Tenquil meadow,509382,5598324,50.536785,-122.867609,2012,8,29,29-08-2012,5,,,,,,,,,,,
,,RT,Tenquille,SC,,,NONE,,Rt Tenquil meadow,Rt Tenquil meadow,509382,5598324,50.536785,-122.867609,2012,10,17,17-10-2012,6,,,,,,,,,,,
,RT Texas 1-160612-1,RT,Texas,SN,Jim's brother,Jim's brother M240,Jim_brother,1016,Rt Texas 1,Rt Texas 1,574094,5589917,50.456571,-121.956207,2012,6,16,16-06-2012,2,,17,11,M240,1,NAH7-02-31-d1,M,,,,
,RT Texas 1-230612-1,RT,Texas,SN,Jim's brother,Jim's brother M240,Jim_brother,1016,Rt Texas 1,Rt Texas 1,574094,5589917,50.456571,-121.956207,2012,6,23,23-06-2012,0,,16,10,M240,1,NAH7-02-31-d1,M,,,,
,RT Texas 1-250612-1,RT,Texas,SN,Jim's brother,Jim's brother M240,Jim_brother,1016,Rt Texas 1,Rt Texas 1,574094,5589917,50.456571,-121.956207,2012,6,23,23-06-2012,0,,16,10,M240,2,NAH7-02-31-d1,M,,,,
,,RT,Texas,SN,,,NONE,,Rt Texas 1,Rt Texas 1,574094,5589917,50.456571,-121.956207,2012,7,31,31-07-2012,4,,,,,,,,,,,
,,RT,Texas,SN,,,NONE,,Rt Texas 1,Rt Texas 1,574094,5589917,50.456571,-121.956207,2012,9,8,8-09-2012,5,,,,,,,,,,,
,,RT,Hope,SC,,,NONE,,Rt U Hope,Rt U Hope,502438,5605925,50.605212,-122.965547,2012,6,17,17-06-2012,2,,,,,,,,,,,
,,RT,Hope,SC,,,NONE,,Rt U Hope,Rt U Hope,502438,5605925,50.605212,-122.965547,2012,7,13,13-07-2012,3,,,,,,,,,,,
,RT U Hope-10812-1,RT,Hope,SC,Barkley ,Barkley M69,Barkley,1024,Rt U Hope,Rt U Hope,502438,5605925,50.605212,-122.965547,2012,8,1,1-08-2012,4,,6,11,M69,1,5SNRB8,M,,,,
,,RT,Hope,SC,,,NONE,,Rt U Hope,Rt U Hope,502438,5605925,50.605212,-122.965547,2012,9,8,8-09-2012,5,,,,,,,,,,,
,RT Upper Noel-170612-4,RT,Noel,SC,Huck,Huck M105,Huck,1033,RT U Noel,RT U Noel,515101,5616407,50.699286,-122.786172,2012,6,17,17-06-2012,2,,13,14,M105,1,61021-b1,M,,,,
,RT Upper Noel-170612-1,RT,Noel,SC,61021-a1,M104,M104,1033,RT U Noel,RT U Noel,515101,5616407,50.699286,-122.786172,2012,6,17,17-06-2012,2,,13,14,M104,1,61021-a1,M,,,,
,RT Noel 2-130712-2,RT,Noel,SC,Huck,Huck M105,Huck,1033,RT U Noel,RT U Noel,515101,5616407,50.699286,-122.786172,2012,7,13,13-07-2012,3,,7,13,M105,1,61021-b1,M,,,,
,RT Noel 2-130712-1,RT,Noel,SC,61016-b1,M101,M101,1033,RT U Noel,RT U Noel,515101,5616407,50.699286,-122.786172,2012,7,13,13-07-2012,3,,7,13,M101,1,61016-b1,M,,,,
,RT Noel 2-130712-3,RT,Noel,SC,61016-b1,M101,M101,1033,RT U Noel,RT U Noel,515101,5616407,50.699286,-122.786172,2012,7,13,13-07-2012,3,,7,13,M101,2,61016-b1,M,,,,
,,RT,Noel,SC,,,NONE,,RT U Noel,RT U Noel,515101,5616407,50.699286,-122.786172,2012,8,2,2-08-2012,4,,,,,,,,,,,
,RT Noel 2-220912-1,RT,Noel,SC,61016-b1,M101,M101,1033,RT U Noel,RT U Noel,515101,5616407,50.699286,-122.786172,2012,9,22,22-09-2012,6,,6,11,M101,1,61016-b1,M,,,,
,RT Van H-110712-1,RT,VanHorlick,SN,Jim,Jim M239,Jim,1001,Rt Uvanh 2,Rt Uvanh 2,552428,5571713,50.295206,-122.263930,2012,7,11,11-07-2012,3,,11,10,M239,1,NAH7-02-31-c1,M,,,,
,,RT,VanHorlick,SN,,,NONE,,Rt Uvanh 2,Rt Uvanh 2,552428,5571713,50.295206,-122.263930,2012,7,26,26-07-2012,4,,,,,,,,,,,
,,RT,VanHorlick,SN,,,NONE,,Rt Uvanh 2,Rt Uvanh 2,552428,5571713,50.295206,-122.263930,2012,9,7,7-09-2012,5,,,,,,,,,,,
,,RT,Gott,SN,,,NONE,,RT W Gott,Rt Wgott 2,560455,5588712,50.447301,-122.148515,2012,7,10,10-07-2012,3,,,,,,,,,,,
,Rt Gott W-260712-1,RT,Gott,SN,Jim,Jim M239,Jim,1011,RT W Gott,Rt Wgott 2,560455,5588712,50.447301,-122.148515,2012,7,26,26-07-2012,4,,11,10,M239,1,NAH7-02-31-c1,M,,,,
,RT W Gott 2-60912-1,RT,Gott,SN,Mike,Mike M107,Mike,1011,RT W Gott,Rt Wgott 2,560455,5588712,50.447301,-122.148515,2012,9,6,6-09-2012,5,,11,10,M107,1,61024-e2,M,,,,
,Tenquil trap 21712-2,RT,Tenquille,SC,DNA18-1B, Wallnut sister F323,Bubbles,1021,Tenquil Trap,Tenquil Trap,508399,5598433,50.537780,-122.881478,2012,7,21,21-07-2012,3,,13,14,F323,1,DNA18-1B,F,,,,
,SouthTexas Trapsite-290612-2,RT,Texas,SN,Jewel,Jewel F321,Jewel,1012,W Texas trap site,W Texas trap site,574922,5588773,50.446180,-121.944774,2012,6,29,29-06-2012,2,,16,10,F321,1,may2,F,,,,
,,C,Fraser,SN,Jewel,Jewel F322,Jewel,,,,,,,,2012,5,20,20-05-2012,0,,,,F321,1,may2,F,,,,
,Capture Mike 270612,C,Molybdonite,SN,Mike,Mike M107,Mike,,,,572036,5596966,50.520212,-121.983835,2012,6,27,27-06-2012,0,X,,,M107,1,61024-e2,M,,,,
,GF10,C (W_HELP),Gott,SN,Bella,Bella F319,Bella,,,,,,,,2012,7,4,4-07-2012,0,X,,,F319,1,LC7-00-Plots-k1,F,,,,
,Vanessa Kill-120712-1,KILL ,VanHorlick,SN,Vanessa,Vanessa F64,Vanessa,117,,,550024,5578145,50.353257,-122.296826,2012,7,12,12-07-2012,0,,,,F64,1,55024d1,F,,,,
,Vanessa Kill-120712-2,KILL ,VanHorlick,SN,Vanessa,Vanessa F64,Vanessa,117,,,550024,5578145,50.353257,-122.296826,2012,7,12,12-07-2012,0,,,,F64,2,55024d1,F,,,,
,,C,Tenquille,SC,Walnut,Walnut F382,Walnut,,,,,,,,2012,9,17,17-09-2012,0,X,,,F382,1,Ht U birkenhead-170811-2,F,,,,
,,C (W_HELP),Cadwallider,SC,Gillis,Gillis F141,Gillis,,,,,,,,2012,9,18,18-09-2012,0,X,,,F141,1,6SNSA-GF6,F,,,,
,HT Adn-160713-1,HT,Anderson,SC,Wanda,Wanda F237,Wanda,106,HT Anderson,HT Anderson,547886,5617638,50.708580,-122.321805,2013,7,16,16-07-2013,3,,12,15,F237,1,LC7-00-Plots-f1,F,,,,
,HT Adn-310713-2,HT,Anderson,SC,Wanda,Wanda F237,Wanda,106,HT Anderson,HT Anderson,547886,5617638,50.708580,-122.321805,2013,7,31,31-07-2013,4,,7,14,F237,1,LC7-00-Plots-f1,F,,,,
,HT Adn-310713-3,HT,Anderson,SC,Wanda,Wanda F237,Wanda,106,HT Anderson,HT Anderson,547886,5617638,50.708580,-122.321805,2013,7,31,31-07-2013,4,,7,14,F237,2,LC7-00-Plots-f1,F,,,,
,HT Adn-310713-P,HT,Anderson,SC,Wanda,Wanda F237,Wanda,106,HT Anderson,HT Anderson,547886,5617638,50.708580,-122.321805,2013,7,31,31-07-2013,4,,7,14,F237,3,LC7-00-Plots-f1,F,,,,
,HT Adn-160813-1,HT,Anderson,SC,Rock ,Rock  M128,Rock ,106,HT Anderson,HT Anderson,547886,5617638,50.708580,-122.321805,2013,8,16,16-08-2013,5,,7,14,M128,1,63025-c1,M,,,,
,HT Adn--3,HT,Anderson,SC,Rock ,Rock  M128,Rock ,106,HT Anderson,HT Anderson,547886,5617638,50.708580,-122.321805,2013,8,16,16-08-2013,5,,7,14,M128,2,63025-c1,M,,,,
,,HT,Halymore,SN,,,NONE,,HT Barkely2,HT Barkely2,547584,5593156,50.488450,-122.329218,2013,7,3,3-07-2013,1,,,,,,,,,,,
,,HT,Halymore,SN,,,NONE,,HT Barkely2,HT Barkely2,547584,5593156,50.488450,-122.329218,2013,7,23,23-07-2013,2,,,,,,,,,,,
,,HT,Halymore,SN,,,NONE,,HT Barkely2,HT Barkely2,547584,5593156,50.488450,-122.329218,2013,9,22,22-09-2013,3,,,,,,,,,,,
,,HT,Blowdown,SN,,,NONE,,Ht Blowdown 2,Ht Blowdown 2,559129,5579367,50.363401,-122.168660,2013,7,10,10-07-2013,2,,,,,,,,,,,
,HT Blwdn2-230713-1,HT,Blowdown,SN,Bella,Bella F319,Bella,8,Ht Blowdown 2,Ht Blowdown 2,559129,5579367,50.363401,-122.168660,2013,7,23,23-07-2013,3,,11,7,F319,1,LC7-00-Plots-k1,F,,,,
,,HT,Blowdown,SN,,,NONE,,Ht Blowdown 2,Ht Blowdown 2,559129,5579367,50.363401,-122.168660,2013,8,23,23-08-2013,4,,,,,,,,,,,
,HT Bldwn 1-230613-2A,HT,Blowdown,SN,Bella,Bella F319,Bella,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2013,6,23,23-06-2013,1,,18,9,F319,1,LC7-00-Plots-k1,F,,,,
,HT Bldwn 1-100713-1,HT,Blowdown,SN,Bella,Bella F319,Bella,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2013,7,10,10-07-2013,2,,17,9,F319,1,LC7-00-Plots-k1,F,,,,
,HT Bldwn 1-100713-2,HT,Blowdown,SN,Bella,Bella F319,Bella,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2013,7,10,10-07-2013,2,,17,9,F319,2,LC7-00-Plots-k1,F,,,,
,HT Bldwn 1-100713-3,HT,Blowdown,SN,Bella,Bella F319,Bella,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2013,7,10,10-07-2013,2,,17,9,F319,3,LC7-00-Plots-k1,F,,,,
,HT Bldwn 1-100713-4,HT,Blowdown,SN,Bella,Bella F319,Bella,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2013,7,10,10-07-2013,2,,17,9,F319,4,LC7-00-Plots-k1,F,,,,
,HT Bldwn 1-100713-5,HT,Blowdown,SN,Bella,Bella F319,Bella,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2013,7,10,10-07-2013,2,,17,9,F319,5,LC7-00-Plots-k1,F,,,,
,HT Bldwn 1-100713-7,HT,Blowdown,SN,Jim,Jim M239,Jim,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2013,7,10,10-07-2013,2,,17,9,M239,1,NAH7-02-31-c1,M,,,,
,HT Blwdn1-230713-P ,HT,Blowdown,SN,Bella,Bella F319,Bella,15,Ht Blowdown 2010,Ht Blowdown 2010,554792,5584114,50.406509,-122.228939,2013,7,23,23-07-2013,3,,11,7,F319,1,LC7-00-Plots-k1,F,,,,
,HT BldHel-190713-1A,HT,Boulder,SN,Molly,Molly F73,Molly,34,Ht Boulder Heli,Ht Boulder Heli,567789,5593600,50.490452,-122.044347,2013,7,19,19-07-2013,3,,18,9,F73,1,55018e1,F,,,,
,HT BldHel-190713-3B,HT,Boulder,SN,Molly,Molly F73,Molly,34,Ht Boulder Heli,Ht Boulder Heli,567789,5593600,50.490452,-122.044347,2013,7,19,19-07-2013,3,,18,9,F73,2,55018e1,F,,,,
,,HT,Boulder,SN,,,NONE,,Ht Boulder Heli,Ht Boulder Heli,567789,5593600,50.490452,-122.044347,2013,7,29,29-07-2013,4,,,,,,,,,,,
,,HT,Cadwallider,SC,,,NONE,,HT Cadwalider 2010,HT Cadwalider 2010,524372,5618063,50.713865,-122.654782,2013,7,1,1-07-2013,2,,,,,,,,,,,
,,HT,Cadwallider,SC,,,NONE,,HT Cadwalider 2010,HT Cadwalider 2010,524372,5618063,50.713865,-122.654782,2013,7,16,16-07-2013,3,,,,,,,,,,,
,,HT,Cadwallider,SC,,,NONE,,HT Cadwalider 2010,HT Cadwalider 2010,524372,5618063,50.713865,-122.654782,2013,7,31,31-07-2013,4,,,,,,,,,,,
,HT CnnHel-190713-2,HT,Connel,SC,73063-a1,M221,M221,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,19,19-07-2013,3,,12,15,M221,1,73063-a1,M,,,,
,HT CnnHel-190713-4,HT,Connel,SC,73063-a1,M221,M221,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,19,19-07-2013,3,,12,15,M221,2,73063-a1,M,,,,
,HT CnnHel-190713-1A,HT,Connel,SC,Rock ,Rock  M128,Rock ,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,19,19-07-2013,3,,12,15,M128,1,63025-c1,M,,,,
,HT CnnHel-190713-5,HT,Connel,SC,Rock ,Rock  M128,Rock ,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,19,19-07-2013,3,,12,15,M128,2,63025-c1,M,,,,
,HT CnnHel-290713-1,HT,Connel,SC,73063-a1,M221,M221,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,29,29-07-2013,4,,12,15,M221,1,73063-a1,M,,,,
,HT CnnHel-290713-2,HT,Connel,SC,73063-a1,M221,M221,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,29,29-07-2013,4,,12,15,M221,2,73063-a1,M,,,,
,HT CnnHel-290713-3B,HT,Connel,SC,73063-a1,M221,M221,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,29,29-07-2013,4,,12,15,M221,3,73063-a1,M,,,,
,HT CnnHel-290713-4,HT,Connel,SC,73063-a1,M221,M221,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,29,29-07-2013,4,,12,15,M221,4,73063-a1,M,,,,
,HT CnnHel-290713-5C,HT,Connel,SC,73063-a1,M221,M221,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,29,29-07-2013,4,,12,15,M221,5,73063-a1,M,,,,
,HT CnnHel-290713-P,HT,Connel,SC,73063-a1,M221,M221,93,HT Conel Heli,HT Conel Heli,533874,5615126,50.686976,-122.520474,2013,7,29,29-07-2013,4,,12,15,M221,6,73063-a1,M,,,,
,HT CotHel-290713-1,HT,Cottonwood,SN,Breeze,Breeze F149,Breeze,19,HT Cottonwood Heli,HT Cottonwood Heli,563809,5585846,50.421174,-122.101769,2013,7,29,29-07-2013,3,,17,9,F149,1,HAY6-02-16c-b2,F,,,,
,HT CotHel-290713-2A,HT,Cottonwood,SN,Breeze,Breeze F149,Breeze,19,HT Cottonwood Heli,HT Cottonwood Heli,563809,5585846,50.421174,-122.101769,2013,7,29,29-07-2013,3,,17,9,F149,2,HAY6-02-16c-b2,F,,,,
,,HT,Cottonwood,SN,,,NONE,,HT Cottonwood Heli,HT Cottonwood Heli,563809,5585846,50.421174,-122.101769,2013,9,12,12-09-2013,4,,,,,,,,,,,
,,HT,Downton,SN,,,NONE,,Ht Downton,Ht Downton,553483,5600406,50.553136,-122.245028,2013,6,21,21-06-2013,1,,,,,,,,,,,
,HT Dwtn-100713-1,HT,Downton,SN,Barkley ,Barkley M69,Barkley,54,Ht Downton,Ht Downton,553483,5600406,50.553136,-122.245028,2013,7,10,10-07-2013,2,,17,9,M69,1,5SNRB8,M,,,,
,,HT,Downton,SN,,,NONE,,Ht Downton,Ht Downton,553483,5600406,50.553136,-122.245028,2013,7,22,22-07-2013,3,,,,,,,,,,,
,,HT,Duffey Lake,SN,,,NONE,,Ht Duf L 2,Ht Duf L 2,545674,5582526,50.393008,-122.357436,2013,6,28,22-06-2013,1,,,,,,,,,,,
,HT Duf L2 -100713-1,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,Ht Duf L 2,Ht Duf L 2,545674,5582526,50.393008,-122.357436,2013,7,10,10-07-2013,2,,17,9,M239,1,NAH7-02-31-c1,M,,,,
,HT Duf L2 -100713-3,HT,Duffey Lake,SN,Jim,Jim M239,Jim,10,Ht Duf L 2,Ht Duf L 2,545674,5582526,50.393008,-122.357436,2013,7,10,10-07-2013,2,,17,9,M239,2,NAH7-02-31-c1,M,,,,
,,HT,Duffey Lake,SN,,,NONE,,Ht Duf L 2,Ht Duf L 2,545674,5582526,50.393008,-122.357436,2013,7,23,23-07-2013,3,,,,,,,,,,,
,,HT,Duffey Lake,SN,,,NONE,,HT Duf log jam,HT Duf log jam,550832,5585555,50.419824,-122.284467,2013,6,28,28-06-2013,1,,,,,,,,,,,
,,HT,Duffey Lake,SN,,,NONE,,HT Duf log jam,HT Duf log jam,550832,5585555,50.419824,-122.284467,2013,7,12,12-07-2013,2,,,,,,,,,,,
,,HT,Duffey Lake,SN,,,NONE,,HT Duf log jam,HT Duf log jam,550832,5585555,50.419824,-122.284467,2013,7,23,23-07-2013,3,,,,,,,,,,,
,,HT,Gott,SN,,,NONE,,Ht E Gott 2012,Ht E Gott 2012,565291,5587865,50.439166,-122.080558,2013,6,22,22-06-2013,1,,,,,,,,,,,
,Ht E Gtt -100713-2,HT,Gott,SN,Georgia,Georgia F60,Georgia,22,Ht E Gott 2012,Ht E Gott 2012,565291,5587865,50.439166,-122.080558,2013,7,10,10-07-2013,2,,17,9,F60,1,54010c1,F,,,,
,,HT,Gott,SN,,,NONE,,Ht E Gott 2012,Ht E Gott 2012,565291,5587865,50.439166,-122.080558,2013,7,23,23-07-2013,3,,,,,,,,,,,
,,HT,Gott,SN,,,NONE,,Ht E Gott 2012,Ht E Gott 2012,565291,5587865,50.439166,-122.080558,2013,9,12,12-09-2013,4,,,,,,,,,,,
,,HT,Halymore,SN,,,NONE,,HT Haylmore ,HT Haylmore ,543566,5590690,50.466586,-122.386142,2013,7,3,3-07-2013,1,,,,,,,,,,,
,,HT,Halymore,SN,,,NONE,,HT Haylmore ,HT Haylmore ,543566,5590690,50.466586,-122.386142,2013,7,23,23-07-2013,2,,,,,,,,,,,
,,HT,Halymore,SN,,,NONE,,HT Haylmore ,HT Haylmore ,543566,5590690,50.466586,-122.386142,2013,9,22,22-09-2013,3,,,,,,,,,,,
,,HT,Hope,SC,,,NONE,,HT Hope Slide2010,HT Hope Slide2010,502335,5610731,50.648433,-122.966972,2013,6,30,30-06-2013,2,,,,,,,,,,,
,HT Hpe Sld-150713-1A,HT,Hope,SC,HT Hpe Sld-150713-1A,HT Hpe Sld-150713-1A,NewF01,82,HT Hope Slide2010,HT Hope Slide2010,502335,5610731,50.648433,-122.966972,2013,7,15,15-07-2013,3,,12,15,,1,HT Hpe Sld-150713-1A,F,,,,
