Sample ID,Class,Individual,Project,Site#,Site Name,Session,Field Sp.,,#G,#U,Left,Vis. Sp.,Comments,,# loci,G10J,G10B,G1D,G10H,G10M,Mu50,G10P,G1A,G10C,G10L,G10U,G10X,CXX20,CXX110,Mu59,Psib
10719a,Xblack,,w9845a,51,Next Cr.,C,bb,,10,,A,u,blonde - prob. gb,,1,197.201,,,,,,,,,,,,,,,
10719b,Xblack,,w9845a,52,Next Cr.,C,bb,,1,,C,u,prob. bb,,1,197.199,,,,,,,,,,,,,,,
10719c,unextracted,,w9845a,49,Next Cr.,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10719d1,unextracted,,w9845a,53,Next Cr.,C,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
1.07E+05,Xblack,,w9845a,45,Next Cr.,C,GB?,,10,,B,u,blonde - prob. gb,,1,197.201,,,,,,,,,,,,,,,
10719f2,Xblack,,w9845a,47,Next Cr.,C,bb,,4,,C,u,prob. bb,,1,197.201,,,,,,,,,,,,,,,
10719g2,unextracted,,w9845a,46,Next Cr.,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10719h,Xblack,,w9845a,48,Next Cr.,C,bb,,1,,C,u,prob. bb,,1,197.201,,,,,,,,,,,,,,,
10719I,Xblack,,w9845a,54,Next Cr.,C,GB?,,3,,C,u,blonde - could be gb,,1,197.201,,,,,,,,,,,,,,,
10719j,Xblack,,w9845a,50,Next Cr.,C,bb,,1,,C,u,pale,,0,97.197,,,,,,,,,,,,,,,
10768a,sample,10815g2,w9845a,45,Next Cr.,D,GB?,,10,,A,g,some white-tipped hairs,,7,186.192,144.154,174.181,227.227,208.21,122.138,151.151,,,,,,,,,0.004
10768b,Xbomb,,w9845a,45,Next Cr.,D,GB?,,,15,C,u,,,0,183.85.86,,,,,,,,,,,,,,,
10768c,sample,10815g2,w9845a,45,Next Cr.,D,GB?,,10,,A,u,,,6,186.192,144.154,174.181,227.227,208.21,122.138,51.151,,,,,,,,,0.006
10768d,Xbomb,,w9845a,45,Next Cr.,D,GB?,,1,,C,g,white-tipped,,0,,,,,,,,,,,,,,,,
10995a,Xinadequate,,w9845a,15,North Conway,A,,,,,,,no roots; prob. bb,,0,,,,,,,,,,,,,,,,
10967a1,sample,10967h,w9845a,15,North Conway,B,,,5,,C,g,white tips,,7,186.186,162.162,181.184,231.231,214.214,120.13,149.151,,,,,,,,,0.004
10967b1,unextracted,,w9845a,15,North Conway,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10967c2,unextracted,,w9845a,15,North Conway,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10967d2,Xblack,,w9845a,15,North Conway,B,,,1,,C,u,,,1,201.205,,,,,,,,,,,,,,,
1.10E+07,Xblack,,w9845a,15,North Conway,B,,,,6,C,u,,,1,201.205,,,,,,,,,,,,,,,
10967f3,unextracted,,w9845a,15,North Conway,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10967g,Xblack,,w9845a,15,North Conway,B,,,,20,C,u,,,1,201.205,,,,,,,,,,,,,,,
10967h,sample,10967h,w9845a,15,North Conway,B,,,10,,C,g,white tips,,15,186.186,162.162,181.184,231.231,214.214,120.13,149.151,184.184,205.205,157.157,159.163,141.141,129.129,151.153,223.223,0.004
10967ii,sample,10967h,w9845a,15,North Conway,B,,,10,,A,g,white tips,,7,186.186,162.162,181.184,231.231,214.214,120.13,149.151,,,,,,,,,0.004
10967j4,unextracted,,w9845a,15,North Conway,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10967k4,sample,10967h,w9845a,15,North Conway,B,,,10,,A,g,white tips,,7,186.186,162.162,181.184,231.231,214.214,120.13,149.151,,,,,,,,,0.004
10911a1,sample,10967h,w9845a,15,North Conway,C,,,10,,B,u,could be gb,,7,186.186,162.162,181.184,231.231,214.214,120.13,149.151,,,,,,,,,0.004
10911b1,unextracted,,w9845a,15,North Conway,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10911c2,Xbomb,,w9845a,15,North Conway,C,,,2,,C,u,,,2,186.186,62.162,,23.231,214.214,20.13,,,,,,,,,,
10911d2,unextracted,,w9845a,15,North Conway,C,,,,,,,,,0,,,,,,,,,,,,,,,,
1.09E+07,Xbomb,,w9845a,15,North Conway,C,,,5,10,C,g,white-tipped,,0,186.01.05,,,,,,,,,,,,,,,
10911f3,unextracted,,w9845a,15,North Conway,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10911g4,sample,10967h,w9845a,15,North Conway,C,,,10,,A,g,white-tipped,,7,186.186,162.162,181.184,231.231,214.214,120.13,149.151,,,,,,,,,0.004
10911h4,unextracted,,w9845a,15,North Conway,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10911ii4,unextracted,,w9845a,15,North Conway,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10911j4,Xbomb,,w9845a,15,North Conway,C,,,3,,C,g,white-tipped. v. small roots,,0,,,,,,,,,,,,,,,,
10911k,Xbomb,,w9845a,15,North Conway,C,,,2,,C,g,white-tipped; v. small roots,,0,,,,,,,,,,,,,,,,
10911l,unextracted,,w9845a,15,North Conway,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10911m,sample,10967h,w9845a,15,North Conway,C,,,10,,A,g,white-tipped,,7,186.186,162.162,181.184,231.231,214.214,120.13,149.151,,,,,,,,,0.004
10911n,unextracted,,w9845a,15,North Conway,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10937a,sample,10966d1,w9845a,15,North Conway,D,,,10,,A,g,,,7,192.192,162.162,175.184,227.231,210.21,120.138,149.153,,,,,,,,,0.003
10937b,unextracted,,w9845a,15,North Conway,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10937c,Xbomb,,w9845a,15,North Conway,D,,,1,,C,u,,,5,192.192,62.162,175.184,227.231,10.21,120.138,149.153,,,,,,,,,
10937d1,unextracted,,w9845a,15,North Conway,D,,,,,,,,,0,,,,,,,,,,,,,,,,
1.09E+05,Xblack,,w9845a,15,North Conway,D,,,10,,A,u,blonde,,1,201.205,,,,,,,,,,,,,,,
10937f1,unextracted,,w9845a,15,North Conway,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10937g,Xblack,,w9845a,15,North Conway,D,,,1,,C,u,,,1,205.207,,,,,,,,,,,,,,,
10937h2,unextracted,,w9845a,15,North Conway,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10937ii2,unextracted,,w9845a,15,North Conway,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10937j2,Xblack,,w9845a,15,North Conway,D,,,4,,C,u,,,1,201.205,,,,,,,,,,,,,,,
10937k,unextracted,,w9845a,15,North Conway,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10937l,Xblack,,w9845a,15,North Conway,D,,,3,,C,u,,,1,201.205,,,,,,,,,,,,,,,
10937m,Xbomb,,w9845a,15,North Conway,D,,,1,,C,u,,,1,186.186,,,,,30.13,,,,,,,,,,
10829a,unextracted,,w9845a,75,Old Growth Riparian,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10829b,sample,10879c1,w9845a,75,Old Growth Riparian,B,unk,,10,,A,u,prob. gb,,7,186.192,154.158,174.184,227.231,208.208,120.122,149.149,,,,,,,,,0.001
10829c1,Xblack,,w9845a,75,Old Growth Riparian,B,bb,,1,20,C,u,,,1,199.207,,,,,,,,,,,,,,,
10829d1,unextracted,,w9845a,75,Old Growth Riparian,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10829e,unextracted,,w9845a,75,Old Growth Riparian,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10829f,Xblack,,w9845a,75,Old Growth Riparian,B,bb,,,25,C,u,,,1,203.209,,,,,,,,,,,,,,,
10829g,unextracted,,w9845a,75,Old Growth Riparian,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10829h2,unextracted,,w9845a,75,Old Growth Riparian,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10829ii2,sample,10879c1,w9845a,75,Old Growth Riparian,B,GB,,10,,B,u,prob. gb,,7,186.192,154.158,174.184,227.231,208.208,120.122,149.149,,,,,,,,,0.001
10829j,Xblack,,w9845a,75,Old Growth Riparian,B,bb,,1,15,C,u,,,1,199.207,,,,,,,,,,,,,,,
10872a1,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872aa6,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872b1,Xblack,,w9845a,40,Oscar,A,GB?,,4,2,C,u,,,1,187.197,,,,,,,,,,,,,,,
10872c1,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872d1,Xblack,,w9845a,40,Oscar,A,GB?,,10,,A,u,,,1,187.197,,,,,,,,,,,,,,,
1.09E+05,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872f2,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872g2,Xblack,,w9845a,40,Oscar,A,GB?,,5,15,C,u,,,1,197.205,,,,,,,,,,,,,,,
10872h3,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872ii3,Xblack,,w9845a,40,Oscar,A,GB?,,,15,C,u,,,1,197.203,,,,,,,,,,,,,,,
10872j4,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872k4,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872l4,Xblack,,w9845a,40,Oscar,A,GB?,,,30,A,g,,,0,197.01.03,,,,,,,,,,,,,,,
10872m4,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872n4,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872o,Xblack,,w9845a,40,Oscar,A,GB?,,,20,C,g,,,0,197.84.03,,,,,,,,,,,,,,,
10872p,Xblack,,w9845a,40,Oscar,A,GB?,,,10,C,g,,,0,197.84.03,,,,,,,,,,,,,,,
10872q5,Xblack,,w9845a,40,Oscar,A,GB?,,7,15,C,u,,,1,197.203,,,,,,,,,,,,,,,
10872r5,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872s5,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872t,Xblack,,w9845a,40,Oscar,A,GB?,,1,,C,u,,,1,197.205,,,,,,,,,,,,,,,
10872u,Xblack,,w9845a,40,Oscar,A,GB?,,2,15,C,u,,,1,197.205,,,,,,,,,,,,,,,
10872v5,Xblack,,w9845a,40,Oscar,A,GB?,,,15,C,u,,,1,197.203,,,,,,,,,,,,,,,
10872w,Xblack,,w9845a,40,Oscar,A,GB?,,1,,C,u,added 1 shaft,,1,197.203,,,,,,,,,,,,,,,
10872x6,unextracted,,w9845a,40,Oscar,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10872y,Xinadequate,,w9845a,40,Oscar,A,GB?,,,,,,1 uf,,0,,,,,,,,,,,,,,,,
10872z6,Xblack,,w9845a,40,Oscar,A,GB?,,10,,B,u,,,1,197.203,,,,,,,,,,,,,,,
10826a,Xinadequate,,w9845a,40,Oscar,B,bb,,,,,,1 uf,,0,,,,,,,,,,,,,,,,
10826b1,unextracted,,w9845a,40,Oscar,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10826c1,unextracted,,w9845a,40,Oscar,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10826d,Xinadequate,,w9845a,40,Oscar,B,unk,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
1.08E+05,Xblack,,w9845a,40,Oscar,B,bb,,10,,B,u,,,1,195.207,,,,,,,,,,,,,,,
10826f1,Xinadequate,,w9845a,40,Oscar,B,bb,,,,,,2 uf,,0,,,,,,,,,,,,,,,,
10826g,Xinadequate,,w9845a,40,Oscar,B,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10722a1,Xblack,,w9845a,40,Oscar,C,bb,,10,,A,u,prob. bb,,1,199.207,,,,,,,,,,,,,,,
10722b1,unextracted,,w9845a,40,Oscar,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10722c2,Xblack,,w9845a,40,Oscar,C,bb,,2,3,C,u,prob. bb,,1,199.207,,,,,,,,,,,,,,,
10722d1,unextracted,,w9845a,40,Oscar,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10722e,Xinadequate,,w9845a,40,Oscar,C,bb,,,,,,2 uf,,0,,,,,,,,,,,,,,,,
10722f,Xinadequate,,w9845a,40,Oscar,C,bb,,,,,,2 uf,,0,,,,,,,,,,,,,,,,
10722g,Xinadequate,,w9845a,40,Oscar,C,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10722h3,Xinadequate,,w9845a,40,Oscar,C,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10722ii3,Xblack,,w9845a,40,Oscar,C,bb,,1,,C,,could be gb,,1,197.203,,,,,,,,,,,,,,,
10773a,sample,10966a,w9845a,40,Oscar,D,GB?,,3,,C,u,,,7,186.192,162.162,174.184,227.231,210.21,122.13,151.151,,,,,,,,,0.008
10773b,Xblack,,w9845a,40,Oscar,D,GB?,,8,15,B,u,,,1,197.209,,,,,,,,,,,,,,,
10773c,Xblack,,w9845a,40,Oscar,D,GB?,,5,2,C,u,,,1,197.209,,,,,,,,,,,,,,,
10773d,unextracted,,w9845a,40,Oscar,D,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10773e,Xblack,,w9845a,40,Oscar,D,GB?,,5,12,C,u,,,1,197.209,,,,,,,,,,,,,,,
10773f,Xinadequate,,w9845a,40,Oscar,D,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10773g,Xblack,,w9845a,40,Oscar,D,bb,,,7,C,u,,,0,197.01.09,,,,,,,,,,,,,,,
10773h,Xblack,,w9845a,40,Oscar,D,bb,,,10,C,u,,,0,87.97.209,,,,,,,,,,,,,,,
10773ii1,Xbomb,,w9845a,40,Oscar,D,GB?,,10,,B,u,,,6,186.192,162.162,174.76.84,227.231,210.21,122.13,151.151,,,,,,,,,
10773j1,unextracted,,w9845a,40,Oscar,D,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10886a,Xinadequate,,w9845a,59,Paradise,A,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10736a,Xbomb,,w9845a,59,Paradise,C,GB,,10,,B,u,prob. gb,,3,186.192,144.54.58,174.181,227.227,10.21,22.138,51.51,,,,,,,,,
10736b,sample,10815g2,w9845a,59,Paradise,C,GB,,10,,A,u,,,7,186.192,144.154,174.181,227.227,208.21,122.138,151.151,,,,,,,,,0.004
10736c,sample,10815g2,w9845a,59,Paradise,C,GB,,10,,B,g,white-tipped,,7,186.192,144.154,174.181,227.227,208.21,122.138,151.151,,,,,,,,,0.004
10887a1,unextracted,,w9845a,77,Park here Stef!,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10887b1,Xblack,,w9845a,77,Park here Stef!,A,GB,,10,,A,u,,,1,187.197,,,,,,,,,,,,,,,
10887c1,unextracted,,w9845a,77,Park here Stef!,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10887d,unextracted,,w9845a,77,Park here Stef!,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10887e,Xblack,,w9845a,77,Park here Stef!,A,GB?,,,10,C,u,,,1,187.197,,,,,,,,,,,,,,,
10887f2,Xblack,,w9845a,77,Park here Stef!,A,bb,,,25,A,u,,,1,201.205,,,,,,,,,,,,,,,
10887g2,unextracted,,w9845a,77,Park here Stef!,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10887h3,Xblack,,w9845a,77,Park here Stef!,A,bb,,10,,A,u,,,1,203.205,,,,,,,,,,,,,,,
10887ii3,unextracted,,w9845a,77,Park here Stef!,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10887j,unextracted,,w9845a,77,Park here Stef!,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10887k,Xblack,,w9845a,77,Park here Stef!,A,bb,,,20,C,u,,,1,203.205,,,,,,,,,,,,,,,
10887l,Xblack,,w9845a,77,Park here Stef!,A,bb,,,25,A,u,,,1,201.203,,,,,,,,,,,,,,,
10887m,unextracted,,w9845a,77,Park here Stef!,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10887n,Xblack,,w9845a,77,Park here Stef!,A,GB?,,1,8,C,u,,,1,187.197,,,,,,,,,,,,,,,
10887o4,Xbomb,,w9845a,77,Park here Stef!,A,bb,,,25,A,u,,,0,,,,,,,,,,,,,,,,
10887p4,unextracted,,w9845a,77,Park here Stef!,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10887q4,unextracted,,w9845a,77,Park here Stef!,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10887r,Xinadequate,,w9845a,77,Park here Stef!,A,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10887s,Xblack,,w9845a,77,Park here Stef!,A,bb,,1,,C,u,,,1,203.205,,,,,,,,,,,,,,,
10887t5,Xblack,,w9845a,77,Park here Stef!,A,bb,,10,,A,u,prob. bb,,1,201.203,,,,,,,,,,,,,,,
10887u5,unextracted,,w9845a,77,Park here Stef!,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10887v,Xblack,,w9845a,77,Park here Stef!,A,bb,,10,,A,u,prob. bb,,1,201.203,,,,,,,,,,,,,,,
10887w,Xblack,,w9845a,77,Park here Stef!,A,GB?,,1,12,C,u,,,1,195.201,,,,,,,,,,,,,,,
10887x,unextracted,,w9845a,77,Park here Stef!,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10837a,Xinadequate,,w9845a,77,Park Here Stef!,B,bb,,,,,,1 uf,,0,,,,,,,,,,,,,,,,
10837b,Xblack,,w9845a,77,Park Here Stef!,B,bb,,10,,A,u,prob. bb,,0,201.03.05,,,,,,,,,,,,,,,
10837c,Xblack,,w9845a,77,Park Here Stef!,B,bb,,,25,B,u,coulb be gb,,1,199.207,,,,,,,,,,,,,,,
10837d,Xblack,,w9845a,77,Park Here Stef!,B,bb,,,25,B,u,could be gb,,1,199.207,,,,,,,,,,,,,,,
10737a,Xblack,,w9845a,77,Park here Stef!,C,bb,,10,,A,u,,,1,201.201,,,,,,,,,,,,,,,
10737b,Xblack,,w9845a,77,Park here Stef!,C,bb,,2,,C,u,,,1,199.207,,,,,,,,,,,,,,,
10737c,Xblack,,w9845a,77,Park here Stef!,C,bb,,10,,A,u,pale - could be gb,,0,197.99.01.07,,,,,,,,,,,,,,,
10737d,Xinadequate,,w9845a,77,Park here Stef!,C,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10737e,Xblack,,w9845a,77,Park here Stef!,C,bb,,10,,A,u,blonde - could be gb,,1,201.201,,,,,,,,,,,,,,,
10737f1,Xblack,,w9845a,77,Park here Stef!,C,bb,,10,,A,u,,,1,201.201,,,,,,,,,,,,,,,
10737g1,unextracted,,w9845a,77,Park here Stef!,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10737h2,unextracted,,w9845a,77,Park here Stef!,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10737ii2,unextracted,,w9845a,77,Park here Stef!,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10737j2,Xblack,,w9845a,77,Park here Stef!,C,bb,,2,,C,u,,,1,195.203,,,,,,,,,,,,,,,
10794a,Xblack,,w9845a,77,Park here Stef!,D,bb,,10,,A,u,prob. bb,,1,201.201,,,,,,,,,,,,,,,
10794b,unextracted,,w9845a,77,Park here Stef!,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10794c,Xinadequate,,w9845a,77,Park here Stef!,D,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10794d,Xblack,,w9845a,77,Park here Stef!,D,bb,,9,,C,u,prob. bb,,1,201.201,,,,,,,,,,,,,,,
10794e,Xblack,,w9845a,77,Park here Stef!,D,bb,,10,,A,u,,,1,195.203,,,,,,,,,,,,,,,
10794f,Xblack,,w9845a,77,Park here Stef!,D,bb,,,25,A,u,,,1,203.209,,,,,,,,,,,,,,,
10794g1,unextracted,,w9845a,77,Park here Stef!,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10794h1,Xblack,,w9845a,77,Park here Stef!,D,bb,,10,,A,u,prob. bb,,1,201.203,,,,,,,,,,,,,,,
10794ii,Xblack,,w9845a,77,Park here Stef!,D,bb,,1,3,C,u,,,1,195.195,,,,,,,,,,,,,,,
10844a,Xspecies,,w9845a,71,Placer Lake,B,other,,,,,,banded - dark tips - canine,,0,,,,,,,,,,,,,,,,
10740a1,Xblack,,w9845a,71,Placer Lake,C,bb,,8,15,B,u,prob. bb,,1,197.205,,,,,,,,,,,,,,,
10740b1,unextracted,,w9845a,71,Placer Lake,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10795a1,Xblack,,w9845a,71,Placer Lake,D,bb,,19,,A,u,prob. bb,,1,203.209,,,,,,,,,,,,,,,
10795b1,unextracted,,w9845a,71,Placer Lake,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10795c2,unextracted,,w9845a,71,Placer Lake,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10795d2,unextracted,,w9845a,71,Placer Lake,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
1.08E+06,Xblack,,w9845a,71,Placer Lake,D,bb,,10,,A,u,prob. bb,,1,203.209,,,,,,,,,,,,,,,
10795f3,unextracted,,w9845a,71,Placer Lake,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10795g3,Xblack,,w9845a,71,Placer Lake,D,bb,,10,,A,u,,,1,203.209,,,,,,,,,,,,,,,
10870a,Xblack,,w9845a,41,Porky,A,unk,,,15,C,u,,,1,201.203,,,,,,,,,,,,,,,
10870b,Xblack,,w9845a,41,Porky,A,GB,,7,,C,u,,,1,201.203,,,,,,,,,,,,,,,
10870c,unextracted,,w9845a,41,Porky,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10870d,Xblack,,w9845a,41,Porky,A,unk,,4,10,C,u,,,1,201.203,,,,,,,,,,,,,,,
10870e,Xinadequate,,w9845a,41,Porky,A,unk,,,,,,2 uf.,,0,,,,,,,,,,,,,,,,
10870f,Xblack,,w9845a,41,Porky,A,unk,,,25,C,u,prob. gb,,1,201.203,,,,,,,,,,,,,,,
10870g1,unextracted,,w9845a,41,Porky,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10870h1,Xblack,,w9845a,41,Porky,A,bb,,,25,A,u,,,1,205.205,,,,,,,,,,,,,,,
10870ii,Xblack,,w9845a,41,Porky,A,GB,,,15,C,u,,,0,201.86.03,,,,,,,,,,,,,,,
10822a,Xinadequate,,w9845a,41,Porky,B,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10822b1,Xblack,,w9845a,41,Porky,B,bb,,6,15,B,u,small roots,,1,197.205,,,,,,,,,,,,,,,
10822c1,unextracted,,w9845a,41,Porky,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10822d2,unextracted,,w9845a,41,Porky,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
1.08E+05,Xbomb,,w9845a,41,Porky,B,bb,,2,,C,u,,,0,,,,,,,,,,,,,,,,
10822f1,unextracted,,w9845a,41,Porky,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10822g2,unextracted,,w9845a,41,Porky,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10822h2,Xblack,,w9845a,41,Porky,B,bb,,9,,C,u,small roots,,0,197.01.05,,,,,,,,,,,,,,,
10822ii,Xblack,,w9845a,41,Porky,B,bb,,,15,C,u,,,1,205.205,,,,,,,,,,,,,,,
10720a1,Xblack,,w9845a,41,Porky,C,bb,,10,,A,u,prob. bb,,1,195.197,,,,,,,,,,,,,,,
10720b1,unextracted,,w9845a,41,Porky,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10720c1,unextracted,,w9845a,41,Porky,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10720d1,unextracted,,w9845a,41,Porky,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
1.07E+05,Xblack,,w9845a,41,Porky,C,bb,,10,,A,u,prob. bb,,1,187.201,,,,,,,,,,,,,,,
10720f1,unextracted,,w9845a,41,Porky,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10720g1,Xblack,,w9845a,41,Porky,C,bb,,5,,C,u,prob. bb,,1,187.201,,,,,,,,,,,,,,,
10720h2,unextracted,,w9845a,41,Porky,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10720ii2,Xblack,,w9845a,41,Porky,C,bb,,10,,A,u,prob. bb,,1,195.197,,,,,,,,,,,,,,,
10720j3,Xblack,,w9845a,41,Porky,C,GB?,,7,,C,u,"2 separate clumps - sampled only the one that was paler - looked more like gb.  Lots of hair left in the other clump,",,1,197.201,,,,,,,,,,,,,,,
10720k3,unextracted,,w9845a,41,Porky,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10720l4,unextracted,,w9845a,41,Porky,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10720m4,Xblack,,w9845a,41,Porky,C,bb,,,25,B,u,prob. bb,,1,197.205,,,,,,,,,,,,,,,
10720n5,unextracted,,w9845a,41,Porky,C,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10720o5,Xblack,,w9845a,41,Porky,C,unk,,10,,A,u,could be gb,,1,197.201,,,,,,,,,,,,,,,
10720p5,unextracted,,w9845a,41,Porky,C,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10781a1,Xblack,,w9845a,41,Porky,D,bb,,10,,A,u,blonde,,1,197.203,,,,,,,,,,,,,,,
10781b1,unextracted,,w9845a,41,Porky,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10781c,Xblack,,w9845a,41,Porky,D,bb,,1,,C,u,,,0,87.05.201,,,,,,,,,,,,,,,
10781d2,Xblack,,w9845a,41,Porky,D,GB?,,10,,A,u,blonde,,1,197.203,,,,,,,,,,,,,,,
1.08E+06,unextracted,,w9845a,41,Porky,D,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10781f2,unextracted,,w9845a,41,Porky,D,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10781g,Xblack,,w9845a,41,Porky,D,bb,,9,,C,u,prob. bb,,1,201.205,,,,,,,,,,,,,,,
10781h,Xblack,,w9845a,41,Porky,D,bb,,1,,C,u,,,1,195.197,,,,,,,,,,,,,,,
10781ii,Xblack,,w9845a,41,Porky,D,bb,,,,,,jet black root to tip,,0,,,,,,,,,,,,,,,,
10781j,Xblack,,w9845a,41,Porky,D,bb,,2,,C,u,prob. bb,,1,201.205,,,,,,,,,,,,,,,
10781k,Xblack,,w9845a,41,Porky,D,unk,,1,,C,u,,,1,195.197,,,,,,,,,,,,,,,
10828a,Xblack,,w9845a,74,Proctor,B,GB,,3,,C,u,,,1,187.197,,,,,,,,,,,,,,,
10828b,Xblack,,w9845a,74,Proctor,B,GB,,10,,A,u,,,1,187.197,,,,,,,,,,,,,,,
10828c,Xbomb,,w9845a,74,Proctor,B,unk,,,5,C,u,very pale,,0,,,,,,,,,,,,,,,,
10828d,Xblack,,w9845a,74,Proctor,B,unk,,,5,C,u,,,0,199.07.09,,,,,,,,,,,,,,,
10727a,Xinadequate,,w9845a,74,Proctor,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10727b,Xblack,,w9845a,74,Proctor,C,bb,,10,,A,u,prob. bb,,1,191.209,,,,,,,,,,,,,,,
