Project,Sample ID,HTorRT,Area,Hair trap zone,GBPU,Name/WGI_ID,Name/Apps/WGI,NEWIDS,HTorRT,HT_ID,pooled RTs,Site Name,Northing,Easting,Latitude,Long ,YR,MO,DY,Session,Cell,HTs,RTs,ID,HIT,Individual,Sex,Note or Genetic Ancestry ,,,,
Lillooet Study 2012,HT U Noel-170612-1,HT,Noel ,BRALORNE,SC,Huck,Huck M105,Huck,HT,100,,HT U Noel,5616511,514904,50.7002,-122.7890,2012,6,17,1,,13,14,M105,1,61021-b1,M,SC,,,204.250,Stein
,,,,,,,,NONE,,,,HT U Noel,5616511,514904,50.7002,-122.7890,2012,7,13,2,,,,,,,,,,,,
Lillooet Study 2012,HT U Noel-20812-1B,HT,Noel ,BRALORNE,SC,61016-b1,M101,M101,HT,100,,HT U Noel,5616511,514904,50.7002,-122.7890,2012,8,2,3,,7,13,M101,1,61016-b1,M,SC,,,204.250,
,,,,,,,,NONE,,,,HT U Noel,5616511,514904,50.7002,-122.7890,2012,9,22,4,,,,,,,,,,,,
Lillooet Study 2014,HT Noel 2-90714-2,HT,Noel,BRALORNE,SC,Nancy,Nancy F244,Nancy,HT,108,,HT U Noel,5616511,514904,50.7002,-122.7890,2014,7,9,1,,20,22,F244,1,BH7-04-21c-e1,F,,,,,
Lillooet Study 2014,HT Noel 2-80814-2,HT,Noel,BRALORNE,SC,Nancy,Nancy F244,Nancy,HT,108,,HT U Noel,5616511,514904,50.7002,-122.7890,2014,8,8,2,,20,21,F244,1,BH7-04-21c-e1,F,,,,,
,,,,,,,,NONE,,,,HT U Noel,5616511,514904,50.7002,-122.7890,2014,9,21,3,,,,,,,,,,,,
Lillooet Study 2010,DNA16-1A,HT,Upper Phelix,MIDDLE,SC,Fumes,Fumes F322,Fumes,HT,69,,HT U Phelix2010,5607258,524324,50.6167,-122.6562,2010,7,14,1,,9,2,F322,1,DNA16-2-1,F,DNA Grid,,,,
Lillooet Study 2010,DNA16-2-1,HT,Upper Phelix,MIDDLE,SC,Fumes,Fumes F322,Fumes,HT,69,,HT U Phelix2010,5607258,524324,50.6167,-122.6562,2010,7,14,1,,9,2,F322,2,DNA16-2-1,F,DNA Grid,,,,
Lillooet Study 2010,DNA16-3A,HT,Upper Phelix,MIDDLE,SC,Fumes,Fumes F322,Fumes,HT,69,,HT U Phelix2010,5607258,524324,50.6167,-122.6562,2010,7,14,1,,9,2,F322,3,DNA16-2-1,F,DNA Grid,,,,
,,,,,,,,NONE,,,,HT U Phelix2010,5607258,524324,50.6167,-122.6562,2010,8,10,2,,,,,,,,,,,,
Lillooet Study 2011,Ht Up Cadwal-160711-2,HT,Cadwallider,BRALORNE,SC,64014-a1,F132,F132,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,7,16,1,,9,16,F132,1,64014-a1,F,,,,,
Lillooet Study 2011,Ht Up Cadwal-030811-1a,HT,Cadwallider,BRALORNE,SC,Peanut,Peanut M324,Peanut,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,8,3,2,,9,16,M324,1,DNA19-1D,M,,,,,
Lillooet Study 2011,Ht Up Cadwal-030811-2,HT,Cadwallider,BRALORNE,SC,Peanut,Peanut M324,Peanut,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,8,3,2,,9,16,M324,2,DNA19-1D,M,,,,,
Lillooet Study 2011,Ht Up Cadwal280911-11b,HT,Cadwallider,BRALORNE,SC,62013-d1,F117,F117,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F117,1,62013-d1,F,,,,,
Lillooet Study 2011,Ht Up Cadwal280911-2,HT,Cadwallider,BRALORNE,SC,62013-d1,F117,F117,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F117,2,62013-d1,F,,,,,
Lillooet Study 2011,Ht Up Cadwal280911-5,HT,Cadwallider,BRALORNE,SC,62013-d1,F117,F117,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F117,3,62013-d1,F,,,,,
Lillooet Study 2011,Ht Up Cadwal280911-6,HT,Cadwallider,BRALORNE,SC,62013-d1,F117,F117,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F117,4,62013-d1,F,,,,,
Lillooet Study 2011,Ht Up Cadwal280911-9a,HT,Cadwallider,BRALORNE,SC,Ht Up Cadwal280911-9a, F385,F385,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F385,1,Ht Up Cadwal280911-9a,F,,,,,
Lillooet Study 2011,Ht Up Cadwal280911-1b,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1f, F389,F389,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F389,1,Ht Mcgill N-260811-1f,F,,,,,
Lillooet Study 2011,Ht Up Cadwal280911-7a,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1f, F389,F389,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,9,28,3,,9,17,F389,2,Ht Mcgill N-260811-1f,F,,,,,
Lillooet Study 2011,Ht Up Cadwal161011-1,HT,Cadwallider,BRALORNE,SC,Hazel,Hailey F386,Hazel of Hawthorne,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,10,16,4,,3,7,F386,1,Ht Up Cadwal161011-1,F,,,,,
Lillooet Study 2011,Ht Up Cadwal161011-2,HT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2011,10,16,4,,3,7,F134,1,64021-e1,F,,,,,
,,,,,,,,NONE,,,,Ht Up Cadwal,5614085,525428,50.67804454,-122.6401053,2012,6,17,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Up Cadwal,5614085,525428,50.67804454,-122.6401053,2012,7,13,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Up Cadwal,5614085,525428,50.67804454,-122.6401053,2012,8,2,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Up Cadwal,5614085,525428,50.67804454,-122.6401053,2012,9,22,4,,,,,,,,,,,,
Lillooet Study 2013,HT UP Cdw-010713-2,HT,Cadwallider,BRALORNE,SC,Flip,Flip M379,Flip,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,1,1,,12,15,M379,1,HT McGill S-250711-5,M,,,,,
Lillooet Study 2013,HT UP Cdw-160713-1,HT,Cadwallider,BRALORNE,SC,73063-a1,M221,M221,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,M221,1,73063-a1,M,,,,,
Lillooet Study 2013,HT UP Cdw-160713-2,HT,Cadwallider,BRALORNE,SC,73063-a1,M221,M221,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,M221,2,73063-a1,M,,,,,
Lillooet Study 2013,HT Cdw3-160713-2A,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N-260811-1a, M383,M383,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,M383,1,Ht Mcgill N-260811-1a,M,,,,,
Lillooet Study 2013,HT Cdw3-160713-1,HT,Cadwallider,BRALORNE,SC,Ht Mcgill N131011-3, M387,M387,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,M387,1,Ht Mcgill N131011-3,M,,,,,
Lillooet Study 2013,HT UP Cdw-160713-3,HT,Cadwallider,BRALORNE,SC,HT UP Cdw-160713-4,HT UP Cdw-160713-4,NewM03,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,,1,HT UP Cdw-160713-4,M,,,,,
Lillooet Study 2013,HT UP Cdw-160713-4,HT,Cadwallider,BRALORNE,SC,HT UP Cdw-160713-4,HT UP Cdw-160713-4,NewM03,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,16,2,,12,15,,2,HT UP Cdw-160713-4,M,,,,,
Lillooet Study 2013,HT CdW3-310713-2A,HT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,31,3,,7,14,F134,1,64021-e1,F,,,,,
Lillooet Study 2013,HT CdW3-310713-2B,HT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,31,3,,7,14,F134,2,64021-e1,F,,,,,
Lillooet Study 2013,HT CdW3-310713-P,HT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2013,7,31,3,,7,14,F134,3,64021-e1,F,,,,,
Lillooet Study 2014,HT Cad 3-230614-1,HT,Cadwallider,BRALORNE,SC,Hazel,Hailey F386,Hazel of Hawthorne,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,6,23,1,,20,22,F386,1,Ht Up Cadwal161011-1,F,,,,,
Lillooet Study 2014,HT CadW 3-100714-2,HT,Cadwallider,BRALORNE,SC,Carl,Carl ,Carl ,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,7,10,2,,20,22,,1,C-2013-Carl,M,,,,,
Lillooet Study 2014,HT CadW 3-100714-3,HT,Cadwallider,BRALORNE,SC,Carl,Carl ,Carl ,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,7,10,2,,20,22,,2,C-2013-Carl,M,,,,,
Lillooet Study 2014,HT CadW 3-100714-1,HT,Cadwallider,BRALORNE,SC,Hazel,Hailey F386,Hazel of Hawthorne,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,7,10,2,,20,22,F386,1,Ht Up Cadwal161011-1,F,,,,,
,,,,,,,,NONE,,,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,8,9,3,,,,,,,,,,,,
Lillooet Study 2014,HT U Cadwal-20140921-2,HT,Cadwallider,BRALORNE,SC,Carl,Carl ,Carl ,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,,1,C-2013-Carl,M,,,,,
Lillooet Study 2014,HT U Cadwal-20140921-1A,HT,Cadwallider,BRALORNE,SC,Gillis,Gillis F141,Gillis,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,F141,1,6SNSA-GF6,F,,,,,
Lillooet Study 2014,HT U Cadwal-20140921-4,HT,Cadwallider,BRALORNE,SC,Gillis,Gillis F141,Gillis,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,F141,2,6SNSA-GF6,F,,,,,
Lillooet Study 2014,HT U Cadwal-20140921-3,HT,Cadwallider,BRALORNE,SC,HT McGill P-14-1,Homer girl HT McGill P-14-1,Homer_girl,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,,1,HT McGill P-14-1,F,,,,,
Lillooet Study 2014,HT U Cadwal-20140921-pile,HT,Cadwallider,BRALORNE,SC,HT McGill P-14-1,Homer girl HT McGill P-14-1,Homer_girl,HT,88,,Ht Up Cadwal,5614085,525428,50.6780,-122.6401,2014,9,21,4,,11,18,,2,HT McGill P-14-1,F,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.33065539,-122.2952765,2010,7,7,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.33065539,-122.2952765,2010,7,25,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2011,7,2,1,,,,,,,,,,,,
Lillooet Study 2011,Ht Vanh 1-270711-2,HT,VanHorlick,DUFFEY,SN,Scud,Scud M72,Scud,HT,5,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2011,7,27,2,,11,9,M72,1,54023a1,M,,,,,
Lillooet Study 2011,Ht Vanh 1-270711-3b,HT,VanHorlick,DUFFEY,SN,Scud,Scud M72,Scud,HT,5,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2011,7,27,2,,11,9,M72,2,54023a1,M,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2011,8,24,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2011,9,19,4,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.33065539,-122.2952765,2012,7,11,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.33065539,-122.2952765,2012,7,26,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.33065539,-122.2952765,2012,9,7,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2013,6,28,1,,,,,,,,,,,,
Lillooet Study 2013,Ht VnH1-120713-1,HT,VanHorlick ,DUFFEY,SN,Jim,Jim M239,Jim,HT,5,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2013,7,12,2,,17,9,M239,1,NAH7-02-31-c1,M,Stein,,,,
Lillooet Study 2013,Ht VnH1-120713-2,HT,VanHorlick ,DUFFEY,SN,Jim,Jim M239,Jim,HT,5,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2013,7,12,2,,17,9,M239,2,NAH7-02-31-c1,M,Stein,,,,
Lillooet Study 2013,Ht VnH1-120713-4,HT,VanHorlick ,DUFFEY,SN,Jim,Jim M239,Jim,HT,5,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2013,7,12,2,,17,9,M239,3,NAH7-02-31-c1,M,Stein,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2013,7,23,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2014,6,14,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2014,7,2,2,,,,,,,,,,,,
Lillooet Study 2014,HT VanH 1-190814-2,HT,VanHorlick ,DUFFEY,SN,Jim,Jim M239,Jim,HT,5,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2014,8,19,3,,20,20,M239,1,NAH7-02-31-c1,M,,,,,
,,,,,,,,NONE,,,,Ht Vanh1 2010,5575633,550158,50.3307,-122.2953,2014,9,29,4,,,,,,,,,,,,
Lillooet Study 2010,DNA08-3C,HT,VanHorlick,DUFFEY,SN,Herman,Herman M140,Herman,HT,4,,Ht Vanh2 2010,5573331,551523,50.3098,-122.2764,2010,7,7,1,,10,3,M140,1,6SNSA-GM5,M,DNA Grid,,,,
Lillooet Study 2010,DNA08-8,HT,VanHorlick,DUFFEY,SN,Vanessa,Vanessa F64,Vanessa,HT,4,,Ht Vanh2 2010,5573331,551523,50.3098,-122.2764,2010,7,7,1,,10,3,F64,1,55024d1,F,DNA Grid,,,,
,,,,,,,,NONE,,,,Ht Vanh2 2010,5573331,551523,50.3098,-122.2764,2010,7,25,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh2 2010,5573103,551788,50.3078,-122.2727,2011,7,2,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh2 2010,5573103,551788,50.3078,-122.2727,2011,7,27,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh2 2010,5573103,551788,50.3078,-122.2727,2011,8,24,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh2 2010,5573103,551788,50.3078,-122.2727,2011,9,19,4,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh2 2010,5573331,551523,50.30983,-122.27641,2013,6,28,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh2 2010,5573331,551523,50.30983,-122.27641,2013,7,12,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Vanh2 2010,5573331,551523,50.30983,-122.27641,2013,7,23,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Vanh3 2012,5572129,552310,50.2989578,-122.2655356,2012,7,11,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Vanh3 2012,5572129,552310,50.2989578,-122.2655356,2012,7,26,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Vanh3 2012,5572129,552310,50.2989578,-122.2655356,2012,9,7,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Vanh3 2012,5572129,552310,50.2989578,-122.2655356,2014,6,14,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Vanh3 2012,5572129,552310,50.2989578,-122.2655356,2014,7,2,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Vanh3 2012,5572129,552310,50.2989578,-122.2655356,2014,8,19,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Vanh3 2012,5572129,552310,50.2989578,-122.2655356,2014,9,29,4,,,,,,,,,,,,
Lillooet Study 2014,HT VHOR 2014-140614-2,HT,VanHorlick ,DUFFEY,SN,Bella,Bella F319,Bella,HT,7,,HT Vhor 2014,5579144,548645,50.3624,-122.3161,2014,6,14,1,,20,20,F319,1,LC7-00-Plots-k1,F,,,,,
,,,,,,,,NONE,,,,HT Vhor 2014,5579144,548645,50.3624,-122.3161,2014,7,2,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Vhor 2014,5579144,548645,50.3624,-122.3161,2014,8,19,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Vhor 2014,5579144,548645,50.3624,-122.3161,2014,9,29,4,,,,,,,,,,,,
,,,,,,,,NONE,,,,HT Wcap Pass,5622721,541874,50.7548,-122.4064,2014,7,29,1,,,,,,,,,,,,
Lillooet Study 2014,HT Wcap Pass-180814-3,HT,Whitecap,HELI,SC,Burnadette,Burnadette F126,Burnadette,HT,115,,HT Wcap Pass,5622721,541874,50.7548,-122.4064,2014,8,18,2,,20,21,F126,1,63024-a1,F,,,,,
Lillooet Study 2014,HT Wcap Pass-180814-4,HT,Whitecap,HELI,SC,Burnadette,Burnadette F126,Burnadette,HT,115,,HT Wcap Pass,5622721,541874,50.7548,-122.4064,2014,8,18,2,,20,21,F126,2,63024-a1,F,,,,,
Lillooet Study 2014,HT Wcap Pass-180814-7,HT,Whitecap,HELI,SC,Burnadette,Burnadette F126,Burnadette,HT,115,,HT Wcap Pass,5622721,541874,50.7548,-122.4064,2014,8,18,2,,20,21,F126,3,63024-a1,F,,,,,
Lillooet Study 2014,HT Wcap Pass-180814-Pile 2,HT,Whitecap,HELI,SC,Burnadette,Burnadette F126,Burnadette,HT,115,,HT Wcap Pass,5622721,541874,50.7548,-122.4064,2014,8,18,2,,20,21,F126,4,63024-a1,F,,,,,
,,,,,,,,NONE,,,,Ht Wcap shldr Heli,5617324,542708,50.7062,-122.3952,2013,7,19,1,,,,,,,,,,,,
Lillooet Study 2013,HT WcpHel-290713-4B,HT,Whitecap,HELI,SC,Gillis,Gillis F141,Gillis,HT,114,,Ht Wcap shldr Heli,5617324,542708,50.7062,-122.3952,2013,7,29,2,,12,15,F141,1,6SNSA-GF6,F,,,,,
Lillooet Study 2013,HT WcpHel-290713-1C,HT,Whitecap,HELI,SC,Skid,Skid ,Skid,HT,114,,Ht Wcap shldr Heli,5617324,542708,50.7062,-122.3952,2013,7,29,2,,12,15,,1,201108,M,,,,,
Lillooet Study 2013,HT WcpHel-290713-3,HT,Whitecap,HELI,SC,Skid,Skid ,Skid,HT,114,,Ht Wcap shldr Heli,5617324,542708,50.7062,-122.3952,2013,7,29,2,,12,15,,2,201108,M,,,,,
Lillooet Study 2013,HT WcpHel-290713-P,HT,Whitecap,HELI,SC,Skid,Skid ,Skid,HT,114,,Ht Wcap shldr Heli,5617324,542708,50.7062,-122.3952,2013,7,29,2,,12,15,,3,201108,M,,,,,
Lillooet Study 2010,DNA10-12A,HT,Gott,DUFFEY,SN,Breeze,Breeze F149,Breeze,HT,20,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,8,1,,10,3,F149,1,HAY6-02-16c-b2,F,DNA Grid,,,,
Lillooet Study 2010,DNA10-5A,HT,Gott,DUFFEY,SN,Scud,Scud M72,Scud,HT,20,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,8,1,,10,3,M72,1,54023a1,M,DNA Grid,,,,
Lillooet Study 2010,DNA10-6C,HT,Gott,DUFFEY,SN,Scud,Scud M72,Scud,HT,20,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,8,1,,10,3,M72,2,54023a1,M,DNA Grid,,,,
Lillooet Study 2010,DNA10-14,HT,Gott,DUFFEY,SN,Terry ,Terry M320,Terry,HT,20,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,8,1,,10,3,M320,1,DNA10-14,M,DNA Grid,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2010,7,25,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2011,7,1,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2011,7,26,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.4383,-122.1528,2011,8,24,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2012,7,10,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2012,7,26,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2012,9,7,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2013,6,22,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2013,7,10,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2013,7,23,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2013,9,12,4,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2014,6,29,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2014,7,16,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2014,8,18,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Ht Wgott 2010,5587708,560163,50.43830247,-122.152788,2014,9,28,4,,,,,,,,,,,,
Lillooet Study 2012,HT Whitecap-200712-4,HT,Whitecap,HELI,SC,Burnadette,Burnadette F126,Burnadette,HT,114,,HT Whitecap 2012,5622678,541919,50.7544,-122.4057,2012,7,20,1,,13,14,F126,1,63024-a1,F,SC,,,250.250,
Lillooet Study 2012,HT Whitecap-200712-Pile 3,HT,Whitecap,HELI,SC,Peanut,Peanut M324,Peanut,HT,114,,HT Whitecap 2012,5622678,541919,50.7544,-122.4057,2012,7,20,1,,13,14,M324,1,DNA19-1D,M,SC,,,204.250,
Lillooet Study 2012,HT Whitecap-200712-Pile 1,HT,Whitecap,HELI,SC,Wanda,Wanda F237,Wanda,HT,114,,HT Whitecap 2012,5622678,541919,50.7544,-122.4057,2012,7,20,1,,13,14,F237,1,LC7-00-Plots-f1,F,SC,,red,250.250,
,,,,,,,,NONE,,,,HT Whitecap 2012,5622678,541919,50.7544,-122.4057,2012,8,6,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,RT  U Hope ,5609292,502883,50.6354894,-122.9592324,2011,7,14,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,RT  U Hope ,5609292,502883,50.6354894,-122.9592324,2011,8,3,2,,,,,,,,,,,,
Lillooet Study 2011,RT Hope061011-2,RT,Hope,BRALORNE,SC,64019-c1,M133,M133,RT,1024,,RT  U Hope ,5609292,502883,50.6354894,-122.9592324,2011,10,6,3,,3,7,M133,1,64019-c1,M,Estmated from valley description.,,,,
Lillooet Study 2011,RT Hope061011-3,RT,Hope,BRALORNE,SC,64019-c1,M133,M133,RT,1024,,RT  U Hope ,5609292,502883,50.6354894,-122.9592324,2011,10,6,3,,3,7,M133,2,64019-c1,M,Estmated from valley description.,,,,
Lillooet Study 2011,Rt Anderson 2-010811-1,RT,Anderson,BRALORNE,SC,Jasmine,Jasmine F108,Jasmine,RT,1044,RT Anderson,RT Anderson MM,5616346,546586,50.6970670,-122.3403773,2011,8,1,1,,9,16,F108,1,61024-i1,F,,,,,
Lillooet Study 2011,Rt Anderson 2-170811-2,RT,Anderson,BRALORNE,SC,Rt Anderson 2-170811-2, F384,F384,RT,1044,RT Anderson,RT Anderson MM,5617656,524695,50.7102,-122.6502,2011,8,17,2,,9,17,F384,1,Rt Anderson 2-170811-2,F,,,,,
Lillooet Study 2011,Rt Anderson 2-170811-3,RT,Anderson,BRALORNE,SC,Rt Anderson 2-170811-2, F384,F384,RT,1044,RT Anderson,RT Anderson MM,5617656,524695,50.7102,-122.6502,2011,8,17,2,,9,17,F384,2,Rt Anderson 2-170811-2,F,,,,,
Lillooet Study 2011,Rt Anderson 2-170811-1,RT,Anderson,BRALORNE,SC,Rock ,Rock  M128,Rock ,RT,1044,RT Anderson,RT Anderson MM,5617656,524695,50.7102,-122.6502,2011,8,17,2,,9,17,M128,1,63025-c1,M,,,,,
Lillooet Study 2012,RT Anderson 4-230912-1,RT,Anderson,BRALORNE,SC,Rock ,Rock  M128,Rock ,RT,1045,RT Anderson,RT Anderson MM,5617666,547964,50.7088,-122.3207,2012,9,23,3,,6,11,M128,1,63025-c1,M,SC,,red,204.250,
Lillooet Study 2012,Rt Anderson PP-160712-1,RT,Anderson,BRALORNE,SC,Wanda,Wanda F237,Wanda,RT,1031,RT Anderson,RT Anderson PP,5616540,546820,50.6987900,-122.3370400,2012,7,16,1,,7,13,F237,1,LC7-00-Plots-f1,F,SC,,,250.250,
Lillooet Study 2013,RT Adn PP-160713-,RT,Anderson ,BRALORNE,SC,Burnadette,Burnadette F126,Burnadette,RT,1035,RT Anderson,RT Anderson PP,5616540,546820,50.6987900,-122.3370400,2013,7,16,1,,7,14,F126,1,63024-a1,F,,,,,
Lillooet Study 2014,RT Anderson PP-100714-1,RT,Anderson,BRALORNE,SC,Rt Anderson 2-170811-2, F384,F384,RT,1035,RT Anderson,RT Anderson PP,5616540,546820,50.6987900,-122.3370400,2014,7,10,1,,20,21,F384,1,Rt Anderson 2-170811-2,F,,,,,
Lillooet Study 2014,RT Anderson PP-90814-1,RT,Anderson,BRALORNE,SC,Rt Anderson 2-170811-2, F384,F384,RT,1035,RT Anderson,RT Anderson PP,5616540,546820,50.6987900,-122.3370400,2014,8,9,2,,11,18,F384,1,Rt Anderson 2-170811-2,F,,,,,
,,,,,,,,NONE,,,RT Anderson,RT Anderson PP,5616540,546820,50.6987900,-122.3370400,2014,9,22,3,,,,,,,,,,,,
