DNA #,sub-sample,Temp ID,Perm ID,all data,all census,Species,Origin,Perm ID,,N/S of Hwy 1,E/W Col trench,Sex,Site,Session,Month,Day,Year,Month,Day,Year
494,b,299,299,8,8,Grizzly,WS 96 census,299,,North,East,F,2,A,6,12,1996,6,23,1996
494,g,,299,,,Grizzly,WS 96 census,299,,,,,2,A,6,12,1996,6,23,1996
494,h,,299,,,Grizzly,WS 96 census,299,,,,,2,A,6,12,1996,6,23,1996
494,i,,299,,,Grizzly,WS 96 census,299,,,,,2,A,6,12,1996,6,23,1996
499,f,,299,,,Grizzly,WS 96 census,299,,,,,30,B,6,21,1996,7,1,1996
839,b,,299,,,Grizzly,WS 96 census,299,,,,,2,B,6,24,1996,7,4,1996
839,g,,299,,,Grizzly,WS 96 census,299,,,,,2,B,6,24,1996,7,4,1996
740,f ?,,300,,,Grizzly,WS 96 census,300,,,,,32,D,7,14,1996,7,24,1996
740,i,,300,,,Grizzly,WS 96 census,300,,,,,32,D,7,14,1996,7,24,1996
740,k,,300,,,Grizzly,WS 96 census,300,,,,,32,D,7,14,1996,7,24,1996
740,k,,300,,,Grizzly,WS 96 census,300,,,,,32,D,7,14,1996,7,24,1996
740,l,,300,,,Grizzly,WS 96 census,300,,,,,32,D,7,14,1996,7,24,1996
740,m,,300,,,Grizzly,WS 96 census,300,,,,,32,D,7,14,1996,7,24,1996
740,r,300,300,11,11,Grizzly,WS 96 census,300,,North,East,F,32,D,7,14,1996,7,24,1996
704,e,,301,,,Grizzly,WS 96 census,301,,,,,41,D,7,12,1996,7,22,1996
740,f,,301,,,Grizzly,WS 96 census,301,,,,,32,D,7,14,1996,7,24,1996
740,h,301,301,6,6,Grizzly,WS 96 census,301,,North,East,M,32,D,7,14,1996,7,24,1996
740,n,,301,,,Grizzly,WS 96 census,301,,,,,32,D,7,14,1996,7,24,1996
740,p,,301,,,Grizzly,WS 96 census,301,,,,,32,D,7,14,1996,7,24,1996
740,q,,301,,,Grizzly,WS 96 census,301,,,,,32,D,7,14,1996,7,24,1996
636,f,,302,,,Grizzly,WS 96 census,302,,,,,21,C,7,2,1996,7,15,1996
636,i,,302,,,Grizzly,WS 96 census,302,,,,,21,C,7,2,1996,7,15,1996
636,m,,302,,,Grizzly,WS 96 census,302,,,,,21,C,7,2,1996,7,15,1996
653,r,302,302,4,4,Grizzly,WS 96 census,302,,North,East,M,21,D,7,14,1996,7,25,1996
497,a,303,303,8,8,Grizzly,WS 96 census,303,,South,West,M,57,A,6,11,1996,6,23,1996
497,g,,303,,,Grizzly,WS 96 census,303,,,,,57,A,6,11,1996,6,23,1996
497,n,,303,,,Grizzly,WS 96 census,303,,,,,57,A,6,11,1996,6,23,1996
497,r,,303,,,Grizzly,WS 96 census,303,,,,,57,A,6,11,1996,6,23,1996
497,x,,303,,,Grizzly,WS 96 census,303,,,,,57,A,6,11,1996,6,23,1996
497,y,,303,,,Grizzly,WS 96 census,303,,,,,57,A,6,11,1996,6,23,1996
702,x,,303,,,Grizzly,WS 96 census,303,,,,,57,D,7,12,1996,7,22,1996
702,y,,303,,,Grizzly,WS 96 census,303,,,,,57,D,7,12,1996,7,22,1996
497,b,,304,,,Grizzly,WS 96 census,304,,,,,57,A,6,11,1996,6,23,1996
497,c,,304,,,Grizzly,WS 96 census,304,,,,,57,A,6,11,1996,6,23,1996
497,d,304,304,15,15,Grizzly,WS 96 census,304,,South,West,F,57,A,6,11,1996,6,23,1996
497,e,,304,,,Grizzly,WS 96 census,304,,,,,57,A,6,11,1996,6,23,1996
497,h,,304,,,Grizzly,WS 96 census,304,,,,,57,A,6,11,1996,6,23,1996
497,i,,304,,,Grizzly,WS 96 census,304,,,,,57,A,6,11,1996,6,23,1996
497,j,,304,,,Grizzly,WS 96 census,304,,,,,57,A,6,11,1996,6,23,1996
497,k,,304,,,Grizzly,WS 96 census,304,,,,,57,A,6,11,1996,6,23,1996
497,l,,304,,,Grizzly,WS 96 census,304,,,,,57,A,6,11,1996,6,23,1996
497,w,,304,,,Grizzly,WS 96 census,304,,,,,57,A,6,11,1996,6,23,1996
702,i,,304,,,Grizzly,WS 96 census,304,,,,,57,D,7,12,1996,7,22,1996
702,k,,304,,,Grizzly,WS 96 census,304,,,,,57,D,7,12,1996,7,22,1996
702,m,,304,,,Grizzly,WS 96 census,304,,,,,57,D,7,12,1996,7,22,1996
748,ad,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,ag,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,ah,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,ai,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,aj,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,al,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,am,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,au,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,h,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,i,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
748,w,,306,,,Grizzly,WS 96 census,306,,,,,5,D,7,14,1996,7,25,1996
822,ah,306,306,15,15,Grizzly,WS 96 census,306,,North,East,M,5,B,6,22,1996,7,2,1996
822,k,,306,,,Grizzly,WS 96 census,306,,,,,5,B,6,22,1996,7,2,1996
822,o,,306,,,Grizzly,WS 96 census,306,,,,,5,B,6,22,1996,7,2,1996
507,c,308,308,20,20,Grizzly,WS 96 census,308,,North,East,F,22,A,6,9,1996,6,20,1996
507,d,,308,,,Grizzly,WS 96 census,308,,,,,22,A,6,9,1996,6,20,1996
507,e,,308,,,Grizzly,WS 96 census,308,,,,,22,A,6,9,1996,6,20,1996
636,c,,308,,,Grizzly,WS 96 census,308,,,,,21,C,7,2,1996,7,15,1996
636,d,,308,,,Grizzly,WS 96 census,308,,,,,21,C,7,2,1996,7,15,1996
636,e,,308,,,Grizzly,WS 96 census,308,,,,,21,C,7,2,1996,7,15,1996
636,g,,308,,,Grizzly,WS 96 census,308,,,,,21,C,7,2,1996,7,15,1996
636,h,,308,,,Grizzly,WS 96 census,308,,,,,21,C,7,2,1996,7,15,1996
653,a,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,c,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,d,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,e,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,f,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,h,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,i,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,k,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,m,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,n,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,o,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
653,s,,308,,,Grizzly,WS 96 census,308,,,,,21,D,7,14,1996,7,25,1996
737,ah,,309,,,Grizzly,WS 96 census,309,,,,,31,D,7,14,1996,7,24,1996
737,ak,,309,,,Grizzly,WS 96 census,309,,,,,31,D,7,14,1996,7,24,1996
737,al,,309,,,Grizzly,WS 96 census,309,,,,,31,D,7,14,1996,7,24,1996
737,am,,309,,,Grizzly,WS 96 census,309,,,,,31,D,7,14,1996,7,24,1996
737,d,,309,,,Grizzly,WS 96 census,309,,,,,31,D,7,14,1996,7,24,1996
737,q,320,309,14,14,Grizzly,WS 96 census,309,,North,East,M,31,D,7,14,1996,7,24,1996
737,u,,309,,,Grizzly,WS 96 census,309,,,,,31,D,7,14,1996,7,24,1996
737,v,,309,,,Grizzly,WS 96 census,309,,,,,31,D,7,14,1996,7,24,1996
737,x,,309,,,Grizzly,WS 96 census,309,,,,,31,D,7,14,1996,7,24,1996
737,z,,309,,,Grizzly,WS 96 census,309,,,,,31,D,7,14,1996,7,24,1996
630,ahb,,310,,,Grizzly,WS 96 census,310,,,,,32,C,7,2,1996,7,15,1996
630,l,,310,,,Grizzly,WS 96 census,310,,,,,32,C,7,2,1996,7,15,1996
630,m,,310,,,Grizzly,WS 96 census,310,,,,,32,C,7,2,1996,7,15,1996
630,s,,310,,,Grizzly,WS 96 census,310,,,,,32,C,7,2,1996,7,15,1996
630,u,310,310,23,12,Grizzly,WS 96 census,310,,North,East,F,32,C,7,2,1996,7,15,1996
507,a,,311,,,Grizzly,WS 96 census,311,,,,,22,A,6,9,1996,6,20,1996
636,a,,311,,,Grizzly,WS 96 census,311,,,,,21,C,7,2,1996,7,15,1996
636,b,,311,,,Grizzly,WS 96 census,311,,,,,21,C,7,2,1996,7,15,1996
636,j,,311,,,Grizzly,WS 96 census,311,,,,,21,C,7,2,1996,7,15,1996
636,k,,311,,,Grizzly,WS 96 census,311,,,,,21,C,7,2,1996,7,15,1996
636,l,,311,,,Grizzly,WS 96 census,311,,,,,21,C,7,2,1996,7,15,1996
636,n,311,311,8,8,Grizzly,WS 96 census,311,,North,East,F,21,C,7,2,1996,7,15,1996
653,b,,311,,,Grizzly,WS 96 census,311,,,,,21,D,7,14,1996,7,25,1996
634,a,312,312,1,1,Grizzly,WS 96 census,312,,South,East,M,55,C,7,1,1996,7,15,1996
704,d,,314,,,Grizzly,WS 96 census,314,,,,,41,D,7,12,1996,7,22,1996
740,b,,314,,,Grizzly,WS 96 census,314,,,,,32,D,7,14,1996,7,24,1996
740,c,314,314,3,3,Grizzly,WS 96 census,314,,North,East,M,32,D,7,14,1996,7,24,1996
641,e,315,315,6,6,Grizzly,WS 96 census,315,,South,West,M,52,C,7,2,1996,7,16,1996
641,f,,315,,,Grizzly,WS 96 census,315,,,,,52,C,7,2,1996,7,16,1996
641,g,,315,,,Grizzly,WS 96 census,315,,,,,52,C,7,2,1996,7,16,1996
641,h,,315,,,Grizzly,WS 96 census,315,,,,,52,C,7,2,1996,7,16,1996
621,a,,316,,,Grizzly,WS 96 census,316,,,,,7,C,7,2,1996,7,14,1996
621,d,316,316,3,3,Grizzly,WS 96 census,316,,North,East,F,7,C,7,2,1996,7,14,1996
621,e,,316,,,Grizzly,WS 96 census,316,,,,,7,C,7,2,1996,7,14,1996
629,i,,317,,,Grizzly,WS 96 census,317,,,,,24,C,7,1,1996,7,15,1996
629,l,,317,,,Grizzly,WS 96 census,317,,,,,24,C,7,1,1996,7,15,1996
629,m,317,317,3,3,Grizzly,WS 96 census,317,,North,East,M,24,C,7,1,1996,7,15,1996
629,q,318,318,1,1,Grizzly,WS 96 census,318,,North,East,M,24,C,7,1,1996,7,15,1996
810,b,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,d,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,e,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,h,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,i,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,j,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,k,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,l,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,m,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,n,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,q,,319,,,Grizzly,WS 96 census,319,,,,,55,B,6,21,1996,7,1,1996
810,t,319,319,12,12,Grizzly,WS 96 census,319,,South,East,M,55,B,6,21,1996,7,1,1996
630,ag,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
630,aj,320,320,14,14,Grizzly,WS 96 census,320,,North,East,M,32,C,7,2,1996,7,15,1996
630,e,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
630,g,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
630,h,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
630,n,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
630,o,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
630,p,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
630,t,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
630,x,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
630,z,,320,,,Grizzly,WS 96 census,320,,,,,32,C,7,2,1996,7,15,1996
605,b,,321,,,Grizzly,WS 96 census,321,,,,,27,C,7,3,1996,7,12,1996
605,c,,321,,,Grizzly,WS 96 census,321,,,,,27,C,7,3,1996,7,12,1996
605,d,321,321,8,8,Grizzly,WS 96 census,321,,South,West,F,27,C,7,3,1996,7,12,1996
605,e,,321,,,Grizzly,WS 96 census,321,,,,,27,C,7,3,1996,7,12,1996
605,g,,321,,,Grizzly,WS 96 census,321,,,,,27,C,7,3,1996,7,12,1996
605,h,,321,,,Grizzly,WS 96 census,321,,,,,27,C,7,3,1996,7,12,1996
605,i,,321,,,Grizzly,WS 96 census,321,,,,,27,C,7,3,1996,7,12,1996
605,k,,321,,,Grizzly,WS 96 census,321,,,,,27,C,7,3,1996,7,12,1996
490,a,,322,,,Grizzly,WS 96 census,322,,,,,6,A,6,12,1996,6,23,1996
490,l,,322,,,Grizzly,WS 96 census,322,,,,,6,A,6,12,1996,6,23,1996
490,u,,322,,,Grizzly,WS 96 census,322,,,,,6,A,6,12,1996,6,23,1996
821,k,,322,,,Grizzly,WS 96 census,322,,,,,6,B,6,22,1996,7,2,1996
821,n,,322,,,Grizzly,WS 96 census,322,,,,,6,B,6,22,1996,7,2,1996
821,o,322,322,6,6,Grizzly,WS 96 census,322,,North,East,M,6,B,6,22,1996,7,2,1996
839,e,,325,,,Grizzly,WS 96 census,325,,,,,2,B,6,24,1996,7,4,1996
839,f,325,325,3,3,Grizzly,WS 96 census,325,,North,East,F,2,B,6,24,1996,7,4,1996
839,f,,325,,,Grizzly,WS 96 census,325,,,,F,2,B,6,24,1996,7,4,1996
617,f,326,326,12,12,Grizzly,WS 96 census,326,,North,East,F,5,C,7,2,1996,7,14,1996
617,d,327,327,1,1,Grizzly,WS 96 census,327,,North,East,F,5,C,7,2,1996,7,14,1996
497,m,,328,,,Grizzly,WS 96 census,328,,,,,57,A,6,11,1996,6,23,1996
497,o,,328,,,Grizzly,WS 96 census,328,,,,,57,A,6,11,1996,6,23,1996
497,p,,328,,,Grizzly,WS 96 census,328,,,,,57,A,6,11,1996,6,23,1996
497,s,,328,,,Grizzly,WS 96 census,328,,,,,57,A,6,11,1996,6,23,1996
497,t,328,328,7,7,Grizzly,WS 96 census,328,,South,West,M,57,A,6,11,1996,6,23,1996
497,u,,328,,,Grizzly,WS 96 census,328,,,,,57,A,6,11,1996,6,23,1996
497,v,,328,,,Grizzly,WS 96 census,328,,,,,57,A,6,11,1996,6,23,1996
707,b,330,330,2,2,Grizzly,WS 96 census,330,,North,West,F,9,D,7,14,1996,7,22,1996
707,g,,330,,,Grizzly,WS 96 census,330,,,,,9,D,7,14,1996,7,22,1996
614,f,,331,,,Grizzly,WS 96 census,331,,,,,12,C,7,3,1996,7,14,1996
614,i,,331,,,Grizzly,WS 96 census,331,,,,,12,C,7,3,1996,7,14,1996
749,e,,331,,,Grizzly,WS 96 census,331,,,,,4,D,7,14,1996,7,25,1996
749,f,331,331,4,4,Grizzly,WS 96 census,331,,North,East,F,4,D,7,14,1996,7,25,1996
707,c,332,332,5,5,Grizzly,WS 96 census,332,,North,West,M,9,D,7,14,1996,7,22,1996
707,e,,332,,,Grizzly,WS 96 census,332,,,,,9,D,7,14,1996,7,22,1996
707,f,,332,,,Grizzly,WS 96 census,332,,,,,9,D,7,14,1996,7,22,1996
707,h,,332,,,Grizzly,WS 96 census,332,,,,,9,D,7,14,1996,7,22,1996
707,k,,332,,,Grizzly,WS 96 census,332,,,,,9,D,7,14,1996,7,22,1996
652,c,333,333,4,4,Grizzly,WS 96 census,333,,North,East,M,12,D,7,14,1996,7,25,1996
652,f,,333,,,Grizzly,WS 96 census,333,,,,,12,D,7,14,1996,7,25,1996
652,g,,333,,,Grizzly,WS 96 census,333,,,,,12,D,7,14,1996,7,25,1996
652,h,,333,,,Grizzly,WS 96 census,333,,,,,12,D,7,14,1996,7,25,1996
835,a,,334,,,Grizzly,WS 96 census,334,,,,,17,B,6,23,1996,7,3,1996
835,b,,334,,,Grizzly,WS 96 census,334,,,,,17,B,6,23,1996,7,3,1996
835,c,,334,,,Grizzly,WS 96 census,334,,,,M,17,B,6,23,1996,7,3,1996
835,d,334,334,8,8,Grizzly,WS 96 census,334,,North,West,M,17,B,6,23,1996,7,3,1996
835,e,,334,,,Grizzly,WS 96 census,334,,,,,17,B,6,23,1996,7,3,1996
835,f,,334,,,Grizzly,WS 96 census,334,,,,,17,B,6,23,1996,7,3,1996
835,g,,334,,,Grizzly,WS 96 census,334,,,,,17,B,6,23,1996,7,3,1996
835,h,,334,,,Grizzly,WS 96 census,334,,,,,17,B,6,23,1996,7,3,1996
491,aa,335,335,4,4,Grizzly,WS 96 census,335,,North,East,M,5,A,6,12,1996,6,23,1996
491,ac,,335,,,Grizzly,WS 96 census,335,,,,,5,A,6,12,1996,6,23,1996
491,x,,335,,,Grizzly,WS 96 census,335,,,,,5,A,6,12,1996,6,23,1996
491,z,,335,,,Grizzly,WS 96 census,335,,,,,5,A,6,12,1996,6,23,1996
493,a,337,337,3,3,Grizzly,WS 96 census,337,,North,East,M,3,A,6,12,1996,6,23,1996
493,b,,337,,,Grizzly,WS 96 census,337,,,,,3,A,6,12,1996,6,23,1996
493,d,,337,,,Grizzly,WS 96 census,337,,,,,3,A,6,12,1996,6,23,1996
491,ad,,338,,,Grizzly,WS 96 census,338,,,,,5,A,6,12,1996,6,23,1996
491,h,,338,,,Grizzly,WS 96 census,338,,,,,5,A,6,12,1996,6,23,1996
491,k,,338,,,Grizzly,WS 96 census,338,,,,,5,A,6,12,1996,6,23,1996
491,l,338,338,4,4,Grizzly,WS 96 census,338,,North,East,F,5,A,6,12,1996,6,23,1996
850,d,,344,,,Grizzly,WS 96 census,344,,,,,41,C,7,3,1996,7,12,1996
850,g,344,344,6,6,Grizzly,WS 96 census,344,,North,West,F,41,C,7,3,1996,7,12,1996
850,h,,344,,,Grizzly,WS 96 census,344,,,,,41,C,7,3,1996,7,12,1996
619,r,345,345,1,1,Grizzly,WS 96 census,345,,North,East,M,14,C,7,2,1996,7,14,1996
629,k,346,346,2,2,Grizzly,WS 96 census,346,,North,East,M,24,C,7,1,1996,7,15,1996
629,o,,346,,,Grizzly,WS 96 census,346,,,,,24,C,7,1,1996,7,15,1996
641,i,347,347,2,1,Grizzly,WS 96 census,347,,South,West,M,52,C,7,2,1996,7,16,1996
820,c,,350,,,Grizzly,WS 96 census,350,,,,,14,B,6,22,1996,7,2,1996
820,d,350,350,3,2,Grizzly,WS 96 census,350,,North,East,M,14,B,6,22,1996,7,2,1996
821,d,351,351,1,1,Grizzly,WS 96 census,351,,????,????,F,6,B,6,22,1996,7,2,1996
730,c,354,354,1,1,Grizzly,WS 96 census,354,,????,????,F,56,D,7,15,1996,7,24,1996
841,e,,455,,,Grizzly,WS 96 census,455,,,,,49,B,6,24,1996,7,4,1996
841,j,436,455,,7,Grizzly,WS 96 census,455,,North,West,M,49,B,6,24,1996,7,4,1996
849,b,,455,,,Grizzly,WS 96 census,455,,,,,49,C,7,3,1996,7,12,1996
849,c,,455,,,Grizzly,WS 96 census,455,,,,,49,C,7,3,1996,7,12,1996
849,d,,455,,,Grizzly,WS 96 census,455,,,,,49,C,7,3,1996,7,12,1996
849,f,,455,,,Grizzly,WS 96 census,455,,,,,49,C,7,3,1996,7,12,1996
849,g,,455,,,Grizzly,WS 96 census,455,,,,,49,C,7,3,1996,7,12,1996
629,e,,132,,,Grizzly,WS 96 census,132,,,,F,24,C,7,1,1996,7,15,1996
629,f,,132,,,Grizzly,WS 96 census,132,,,,,24,C,7,1,1996,7,15,1996
629,r,,132,,,Grizzly,WS 96 census,132,,,,,24,C,7,1,1996,7,15,1996
474,c,,,,,Grizzly,WS 96 census,,,,,,31,A,6,11,1996,6,21,1996
474,h,,,,,Grizzly,WS 96 census,,,,,,31,A,6,11,1996,6,21,1996
489,a,,,,,Grizzly,WS 96 census,,,,,,14,A,6,11,1996,6,23,1996
490,c,,,,,Grizzly,WS 96 census,,,,,,6,A,6,12,1996,6,23,1996
490,g,,,,,Grizzly,WS 96 census,,,,,,6,A,6,12,1996,6,23,1996
490,j,,,,,Grizzly,WS 96 census,,,,,,6,A,6,12,1996,6,23,1996
490,k,,,,,Grizzly,WS 96 census,,,,,,6,A,6,12,1996,6,23,1996
490,p,,,,,Grizzly,WS 96 census,,,,,,6,A,6,12,1996,6,23,1996
490,t,,,,,Grizzly,WS 96 census,,,,,,6,A,6,12,1996,6,23,1996
490,v,,,,,Grizzly,WS 96 census,,,,,,6,A,6,12,1996,6,23,1996
491,ab,,,,,Grizzly,WS 96 census,,,,,,5,A,6,12,1996,6,23,1996
491,j,,,,,Grizzly,WS 96 census,,,,,,5,A,6,12,1996,6,23,1996
491,v,,,,,Grizzly,WS 96 census,,,,,,5,A,6,12,1996,6,23,1996
493,j,,,,,Grizzly,WS 96 census,,,,,,3,A,6,12,1996,6,23,1996
493,m,,,,,Grizzly,WS 96 census,,,,,,3,A,6,12,1996,6,23,1996
493,n,,,,,Grizzly,WS 96 census,,,,,,3,A,6,12,1996,6,23,1996
516,a,,,,,Grizzly,WS 96 census,,,,,,20,B,6,21,1996,7,2,1996
605,f,,,,,Grizzly,WS 96 census,,,,,,27,C,7,3,1996,7,12,1996
611,a,,,,,Grizzly,WS 96 census,,,,,,1,C,7,4,1996,7,14,1996
614,e,,,,,Grizzly,WS 96 census,,,,,,12,C,7,3,1996,7,14,1996
621,b,,,,,Grizzly,WS 96 census,,,,,,7,C,7,2,1996,7,14,1996
621,c,,,,,Grizzly,WS 96 census,,,,,,7,C,7,2,1996,7,14,1996
628,i,,,,,Grizzly,WS 96 census,,,,,,31,C,7,1,1996,7,15,1996
629,c,,,,,Grizzly,WS 96 census,,,,,,24,C,7,1,1996,7,15,1996
629,g,,,,,Grizzly,WS 96 census,,,,,,24,C,7,1,1996,7,15,1996
629,j,,,,,Grizzly,WS 96 census,,,,,,24,C,7,1,1996,7,15,1996
629,n,,,,,Grizzly,WS 96 census,,,,,,24,C,7,1,1996,7,15,1996
629,s,,,,,Grizzly,WS 96 census,,,,,,24,C,7,1,1996,7,15,1996
630,i,,,,,Grizzly,WS 96 census,,,,,,32,C,7,2,1996,7,15,1996
630,v,,,,,Grizzly,WS 96 census,,,,,,32,C,7,2,1996,7,15,1996
631,h,,,,,Grizzly,WS 96 census,,,,,,40,C,7,2,1996,7,15,1996
631,i,,,,,Grizzly,WS 96 census,,,,,,40,C,7,2,1996,7,15,1996
641,a,,,,,Grizzly,WS 96 census,,,,,,52,C,7,2,1996,7,16,1996
652,a,,,,,Grizzly,WS 96 census,,,,,,12,D,7,14,1996,7,25,1996
652,b,,,,,Grizzly,WS 96 census,,,,,,12,D,7,14,1996,7,25,1996
652,d,,,,,Grizzly,WS 96 census,,,,,,12,D,7,14,1996,7,25,1996
653,d,,,,,Grizzly,WS 96 census,,,,,,21,D,7,14,1996,7,25,1996
653,j,,,,,Grizzly,WS 96 census,,,,,,21,D,7,14,1996,7,25,1996
653,p,,,,,Grizzly,WS 96 census,,,,,,21,D,7,14,1996,7,25,1996
702,l,,,,,Grizzly,WS 96 census,,,,,,57,D,7,12,1996,7,22,1996
705,a,,,,,Grizzly,WS 96 census,,,,,,33,D,7,12,1996,7,22,1996
707,a,,,,,Grizzly,WS 96 census,,,,,,9,D,7,14,1996,7,22,1996
707,i,,,,,Grizzly,WS 96 census,,,,,,9,D,7,14,1996,7,22,1996
707,j,,,,,Grizzly,WS 96 census,,,,,,9,D,7,14,1996,7,22,1996
708,c,,,,,Grizzly,WS 96 census,,,,,,1,D,7,14,1996,7,22,1996
709,b,,,,,Grizzly,WS 96 census,,,,,,2,D,7,14,1996,7,22,1996
709,c,,,,,Grizzly,WS 96 census,,,,,,2,D,7,14,1996,7,22,1996
730,a,,,,,Grizzly,WS 96 census,,,,,,56,D,7,15,1996,7,24,1996
730,e,,,,,Grizzly,WS 96 census,,,,,,56,D,7,15,1996,7,24,1996
737,g,,,,,Grizzly,WS 96 census,,,,,,31,D,7,14,1996,7,24,1996
737,o,,,,,Grizzly,WS 96 census,,,,,,31,D,7,14,1996,7,24,1996
737,p,,,,,Grizzly,WS 96 census,,,,,,31,D,7,14,1996,7,24,1996
737,r,,,,,Grizzly,WS 96 census,,,,,,31,D,7,14,1996,7,24,1996
737,y,,,,,Grizzly,WS 96 census,,,,,,31,D,7,14,1996,7,24,1996
740,a,,,,,Grizzly,WS 96 census,,,,,,32,D,7,14,1996,7,24,1996
740,g,,,,,Grizzly,WS 96 census,,,,,,32,D,7,14,1996,7,24,1996
748,ab,,,,,Grizzly,WS 96 census,,,,,,5,D,7,14,1996,7,25,1996
748,ak,,,,,Grizzly,WS 96 census,,,,,,5,D,7,14,1996,7,25,1996
748,an,,,,,Grizzly,WS 96 census,,,,,,5,D,7,14,1996,7,25,1996
748,ap,,,,,Grizzly,WS 96 census,,,,,,5,D,7,14,1996,7,25,1996
748,ar,,,,,Grizzly,WS 96 census,,,,,,5,D,7,14,1996,7,25,1996
748,n,,,,,Grizzly,WS 96 census,,,,,,5,D,7,14,1996,7,25,1996
748,x,,,,,Grizzly,WS 96 census,,,,,,5,D,7,14,1996,7,25,1996
748,y,,,,,Grizzly,WS 96 census,,,,,,5,D,7,14,1996,7,25,1996
748,z,,,,,Grizzly,WS 96 census,,,,,,5,D,7,14,1996,7,25,1996
749,a,,,,,Grizzly,WS 96 census,,,,,,4,D,7,14,1996,7,25,1996
749,c,,,,,Grizzly,WS 96 census,,,,,,4,D,7,14,1996,7,25,1996
749,g,,,,,Grizzly,WS 96 census,,,,,,4,D,7,14,1996,7,25,1996
810,f,,,,,Grizzly,WS 96 census,,,,,,55,B,6,21,1996,7,1,1996
820,a,,,,,Grizzly,WS 96 census,,,,,,14,B,6,22,1996,7,2,1996
820,e,,,,,Grizzly,WS 96 census,,,,,,14,B,6,22,1996,7,2,1996
820,g,,,,,Grizzly,WS 96 census,,,,,,14,B,6,22,1996,7,2,1996
821,a,,,,,Grizzly,WS 96 census,,,,,,6,B,6,22,1996,7,2,1996
821,l,,,,,Grizzly,WS 96 census,,,,,,6,B,6,22,1996,7,2,1996
822,aa,,,,,Grizzly,WS 96 census,,,,,,5,B,6,22,1996,7,2,1996
822,aj,,,,,Grizzly,WS 96 census,,,,,,5,B,6,22,1996,7,2,1996
822,x,,,,,Grizzly,WS 96 census,,,,,,5,B,6,22,1996,7,2,1996
827,e,,,,,Grizzly,WS 96 census,,,,,,34,B,6,23,1996,7,3,1996
